content,score,at,clean_text,normalized_text,text_StopWords,text_tokens,text_steaming,sentimen,,
Aplikasi kpu yg paling gak baik,1,2024-02-19 05:17:54,aplikasi kpu yg paling gak baik,aplikasi kpu yang paling tidak baik,aplikasi kpu,"['aplikasi', 'kpu']",aplikasi kpu,negatif,,
APLIKASI PENUH MANIPULASI,1,2024-02-19 04:57:11,aplikasi penuh manipulasi,aplikasi penuh manipulasi,aplikasi penuh manipulasi,"['aplikasi', 'penuh', 'manipulasi']",aplikasi penuh manipulasi,negatif,,
Seharunsya ada unggahan dari galery buka. Langsung dari kamera biar jernih jadi bisa scan pakai scaner,2,2024-02-19 04:44:10,seharunsya ada unggahan dari galery buka langsung dari kamera biar jernih jadi bisa scan pakai scaner,seharunsya ada unggahan dari galery buka langsung dari kamera biar jernih jadi bisa scan pakai scaner,seharunsya unggahan galery buka langsung kamera biar jernih scan pakai scaner,"['seharunsya', 'unggahan', 'galery', 'buka', 'langsung', 'kamera', 'biar', 'jernih', 'scan', 'pakai', 'scaner']",seharunsya unggah galery buka langsung kamera biar jernih scan pakai scaner,netral,,
Tolong lah kalau mau buat aplikasi persiapkan dulu sumber dayanya. Gak trial error di hari h. Alhasil blm semua terupload mana server down. Server pakai alibaba cloud kan?,1,2024-02-19 04:42:35,tolong lah kalau mau buat aplikasi persiapkan dulu sumber dayanya gak trial error di hari h alhasil blm semua terupload mana server down server pakai alibaba cloud kan,mohon lah kalau ingin untuk aplikasi persiapkan dulu sumber dayanya tidak trial error di hari h alhasil blm semua terupload mana server down server pakai alibaba cloud kan,mohon aplikasi persiapkan sumber dayanya trial error h alhasil blm terupload server down server pakai alibaba cloud,"['mohon', 'aplikasi', 'persiapkan', 'sumber', 'dayanya', 'trial', 'error', 'h', 'alhasil', 'blm', 'terupload', 'server', 'down', 'server', 'pakai', 'alibaba', 'cloud']",mohon aplikasi siap sumber daya trial error h alhasil blm terupload server down server pakai alibaba cloud,negatif,,
Gk bisa bikin acun,5,2024-02-19 04:41:37,gk bisa bikin acun,tidak bisa bikin acun,bikin acun,"['bikin', 'acun']",bikin acun,negatif,,
"Tolong yang buat aplikasi ini tolong banget penanganannya dengan sungguh sungguh, masa saya sudah upload sudah verifikasi semua tapi katanya datanya belum masuk ke real. Count KPU, dan tolong perbaiki AI sirekap untuk bisa membaca tulisan yang sedikit blur atau salah coret dan servernya tolong diperbaiki lagi Itu saja sih nanti kalo ada tambahan lagi saya beri tahu lagi Trimakasih",1,2024-02-19 04:01:56,tolong yang buat aplikasi ini tolong banget penanganannya dengan sungguh sungguh masa saya sudah upload sudah verifikasi semua tapi katanya datanya belum masuk ke real count kpu dan tolong perbaiki ai sirekap untuk bisa membaca tulisan yang sedikit blur atau salah coret dan servernya tolong diperbaiki lagi itu saja sih nanti kalo ada tambahan lagi saya beri tahu lagi trimakasih,mohon yang untuk aplikasi ini mohon banget penanganannya dengan sungguh sungguh masa saya sudah upload sudah verifikasi semua tapi katanya datanya belum masuk ke real count kpu dan mohon perbaiki ai sirekap untuk bisa membaca tulisan yang sedikit blur atau salah coret dan servernya mohon diperbaiki lagi itu saja sih nanti kalau ada tambahan lagi saya beri tahu lagi trimakasih,mohon aplikasi mohon banget penanganannya sungguh sungguh upload verifikasi datanya masuk real count kpu mohon perbaiki ai sirekap membaca tulisan blur salah coret servernya mohon diperbaiki sih tambahan trimakasih,"['mohon', 'aplikasi', 'mohon', 'banget', 'penanganannya', 'sungguh', 'sungguh', 'upload', 'verifikasi', 'datanya', 'masuk', 'real', 'count', 'kpu', 'mohon', 'perbaiki', 'ai', 'sirekap', 'membaca', 'tulisan', 'blur', 'salah', 'coret', 'servernya', 'mohon', 'diperbaiki', 'sih', 'tambahan', 'trimakasih']",mohon aplikasi mohon banget tangan sungguh sungguh upload verifikasi data masuk real count kpu mohon baik ai sirekap baca tulis blur salah coret servernya mohon baik sih tambah trimakasih,negatif,,
Aplikasi abal²,1,2024-02-19 03:30:08,aplikasi abal,aplikasi abal,aplikasi abal,"['aplikasi', 'abal']",aplikasi abal,negatif,,
"Tidak efektif, masih banyak perbaikan, mending gausah dipake hehe",2,2024-02-19 03:15:18,tidak efektif masih banyak perbaikan mending gausah dipake hehe,tidak efektif masih banyak perbaikan mending gausah dipake hehe,efektif perbaikan mending gausah dipake hehe,"['efektif', 'perbaikan', 'mending', 'gausah', 'dipake', 'hehe']",efektif baik mending gausah dipake hehe,negatif,,
Sangat menyusahkan,1,2024-02-19 03:00:47,sangat menyusahkan,sangat menyusahkan,menyusahkan,['menyusahkan'],susah,negatif,,
payah,1,2024-02-19 02:26:52,payah,payah,payah,['payah'],payah,negatif,,
Aplikasi gagal,1,2024-02-19 01:59:39,aplikasi gagal,aplikasi gagal,aplikasi gagal,"['aplikasi', 'gagal']",aplikasi gagal,negatif,,
Ngadat ngadat aplikasinya,1,2024-02-19 01:56:13,ngadat ngadat aplikasinya,ngadat ngadat aplikasinya,ngadat ngadat aplikasinya,"['ngadat', 'ngadat', 'aplikasinya']",ngadat ngadat aplikasi,negatif,,
"Dengan banyak kekurangan sehingga memperlambat dan mempersulit kerja kerja para anggota kpps... Contoh input angka 112 terbaca 612,ada juga sampai terbaca sampai 3juta pemilih,,,sehingga para anggota kpps di salahkan....app ini di uji coba 1 minggu sebelum tanggal 14,banyak yang mengeluh karna jaringan yang lemot,,eror login....kalau bilang bnyak nya pengguna yang cuma 1 juta yang memakai,dan bersamaan login membuat app ini lemot,,,bagai mama dengan app game dengan 300juta pengguna?",1,2024-02-19 01:56:07,dengan banyak kekurangan sehingga memperlambat dan mempersulit kerja kerja para anggota kpps contoh input angka 112 terbaca 612ada juga sampai terbaca sampai 3juta pemilihsehingga para anggota kpps di salahkanapp ini di uji coba 1 minggu sebelum tanggal 14banyak yang mengeluh karna jaringan yang lemoteror loginkalau bilang bnyak nya pengguna yang cuma 1 juta yang memakaidan bersamaan login membuat app ini lemotbagai mama dengan app game dengan 300juta pengguna,dengan banyak kekurangan sehingga memperlambat dan mempersulit kerja kerja para anggota kpps contoh input angka 112 terbaca 612ada juga sampai terbaca sampai 3juta pemilihsehingga para anggota kpps di salahkanapp ini di uji coba 1 minggu sebelum tanggal 14banyak yang mengeluh karna jaringan yang lemoteror loginkalau bilang bnyak nya pengguna yang cuma 1 juta yang memakaidan bersamaan login membuat app ini lemotbagai mama dengan app game dengan 300juta pengguna,kekurangan memperlambat mempersulit kerja kerja anggota kpps contoh input angka 112 terbaca 612ada terbaca 3juta pemilihsehingga anggota kpps salahkanapp uji coba 1 minggu tanggal 14banyak mengeluh karna jaringan lemoteror loginkalau bilang bnyak nya pengguna 1 juta memakaidan bersamaan login app lemotbagai mama app game 300juta pengguna,"['kekurangan', 'memperlambat', 'mempersulit', 'kerja', 'kerja', 'anggota', 'kpps', 'contoh', 'input', 'angka', '112', 'terbaca', '612ada', 'terbaca', '3juta', 'pemilihsehingga', 'anggota', 'kpps', 'salahkanapp', 'uji', 'coba', '1', 'minggu', 'tanggal', '14banyak', 'mengeluh', 'karna', 'jaringan', 'lemoteror', 'loginkalau', 'bilang', 'bnyak', 'nya', 'pengguna', '1', 'juta', 'memakaidan', 'bersamaan', 'login', 'app', 'lemotbagai', 'mama', 'app', 'game', '300juta', 'pengguna']",kurang lambat sulit kerja kerja anggota kpps contoh input angka 112 baca 612ada baca 3juta pemilihsehingga anggota kpps salahkanapp uji coba 1 minggu tanggal 14banyak keluh karna jaring lemoteror loginkalau bilang bnyak nya guna 1 juta memakaidan sama login app lemotbagai mama app game 300juta guna,negatif,,
"Bukannya mempermudah penghitungan suara, sirekap malah menghambat dan mempersulit kinerja KPPS. Aplikasi gagal yang menyengsarakan pelaksanaan pemilu di tingkat bawah.",1,2024-02-19 01:30:30,bukannya mempermudah penghitungan suara sirekap malah menghambat dan mempersulit kinerja kpps aplikasi gagal yang menyengsarakan pelaksanaan pemilu di tingkat bawah,bukannya mempermudah penghitungan suara sirekap malah menghambat dan mempersulit kinerja kpps aplikasi gagal yang menyengsarakan pelaksanaan pemilu di tingkat bawah,mempermudah penghitungan suara sirekap menghambat mempersulit kinerja kpps aplikasi gagal menyengsarakan pelaksanaan pemilu tingkat,"['mempermudah', 'penghitungan', 'suara', 'sirekap', 'menghambat', 'mempersulit', 'kinerja', 'kpps', 'aplikasi', 'gagal', 'menyengsarakan', 'pelaksanaan', 'pemilu', 'tingkat']",mudah hitung suara sirekap hambat sulit kerja kpps aplikasi gagal sengsara laksana milu tingkat,negatif,,
"Aplikasi gak jelas, server luar negri. Buat nipu rakyat pas pemilu",1,2024-02-19 01:08:09,aplikasi gak jelas server luar negri buat nipu rakyat pas pemilu,aplikasi tidak jelas server luar negri untuk nipu rakyat saat pemilu,aplikasi server negri nipu rakyat pemilu,"['aplikasi', 'server', 'negri', 'nipu', 'rakyat', 'pemilu']",aplikasi server negri nipu rakyat milu,negatif,,
"Saat mau kunci data dan buat dokumen lama baget dari tanggal 15 februari2024 sampe saat ini 19 februari 2024 "" sedang membuat dokumen, harap tunggu sampai selesai "" udah 5 hari gak selesai selesai,, tolong perbaiki.",3,2024-02-19 01:01:10,saat mau kunci data dan buat dokumen lama baget dari tanggal 15 februari2024 sampe saat ini 19 februari 2024 sedang membuat dokumen harap tunggu sampai selesai udah 5 hari gak selesai selesai tolong perbaiki,saat ingin kunci data dan untuk dokumen lama baget dari tanggal 15 februari2024 sampe saat ini 19 februari 2024 sedang membuat dokumen harap tunggu sampai selesai sudah 5 hari tidak selesai selesai mohon perbaiki,kunci data dokumen baget tanggal 15 februari2024 sampe 19 februari 2024 dokumen harap tunggu selesai 5 selesai selesai mohon perbaiki,"['kunci', 'data', 'dokumen', 'baget', 'tanggal', '15', 'februari2024', 'sampe', '19', 'februari', '2024', 'dokumen', 'harap', 'tunggu', 'selesai', '5', 'selesai', 'selesai', 'mohon', 'perbaiki']",kunci data dokumen baget tanggal 15 februari2024 sampe 19 februari 2024 dokumen harap tunggu selesai 5 selesai selesai mohon baik,negatif,,
Ok,2,2024-02-19 00:44:16,ok,ok,ok,['ok'],ok,positif,,
sangat ok.,5,2024-02-19 00:42:26,sangat ok,sangat ok,ok,['ok'],ok,positif,,
"Aplikasinya belum siap buat publish, masih banyak yg harus diperbaiki 1. Ada 2 anggota sirekap di 1 TPS, data yg sudah di upload disirekap 1 tidak muncul di sirekap 2. (Fixing) 2. Seharusnya ada akses untuk edit data / pemberitahuan jika C Salin tidak sama dengan data yg sudah diupload. 3. Scan yg tidak sesuai Auto Clear di tiap inputan. 4. Upload kehadiran DPT untuk menambahkan halamn tidak terlihat (terlalu bawah) 5. Upload Data saksi seharusnya hanya ada ditiap jenis suara (agar tidak dobel)",3,2024-02-19 00:35:40,aplikasinya belum siap buat publish masih banyak yg harus diperbaiki 1 ada 2 anggota sirekap di 1 tps data yg sudah di upload disirekap 1 tidak muncul di sirekap 2 fixing 2 seharusnya ada akses untuk edit data pemberitahuan jika c salin tidak sama dengan data yg sudah diupload 3 scan yg tidak sesuai auto clear di tiap inputan 4 upload kehadiran dpt untuk menambahkan halamn tidak terlihat terlalu bawah 5 upload data saksi seharusnya hanya ada ditiap jenis suara agar tidak dobel,aplikasinya belum siap untuk publish masih banyak yang harus diperbaiki 1 ada 2 anggota sirekap di 1 tps data yang sudah di upload disirekap 1 tidak muncul di sirekap 2 fixing 2 seharusnya ada akses untuk edit data pemberitahuan jika c salin tidak sama dengan data yang sudah diupload 3 scan yang tidak sesuai auto clear di tiap inputan 4 upload kehadiran dpt untuk menambahkan halamn tidak terlihat terlalu bawah 5 upload data saksi seharusnya hanya ada ditiap jenis suara agar tidak dobel,aplikasinya publish diperbaiki 1 2 anggota sirekap 1 tps data upload disirekap 1 muncul sirekap 2 fixing 2 akses edit data pemberitahuan c salin data diupload 3 scan sesuai auto clear inputan 4 upload kehadiran dpt halamn 5 upload data saksi ditiap jenis suara dobel,"['aplikasinya', 'publish', 'diperbaiki', '1', '2', 'anggota', 'sirekap', '1', 'tps', 'data', 'upload', 'disirekap', '1', 'muncul', 'sirekap', '2', 'fixing', '2', 'akses', 'edit', 'data', 'pemberitahuan', 'c', 'salin', 'data', 'diupload', '3', 'scan', 'sesuai', 'auto', 'clear', 'inputan', '4', 'upload', 'kehadiran', 'dpt', 'halamn', '5', 'upload', 'data', 'saksi', 'ditiap', 'jenis', 'suara', 'dobel']",aplikasi publish baik 1 2 anggota sirekap 1 tps data upload disirekap 1 muncul sirekap 2 fixing 2 akses edit data pemberitahuan c salin data diupload 3 scan sesuai auto clear inputan 4 upload hadir dpt halamn 5 upload data saksi tiap jenis suara dobel,negatif,,
"sangat buruk aplikasinya, tidak dapat dibuka, dan TIDAK.LAYAK digunakan utk penghitungan suara pemilu saat ini",2,2024-02-19 00:12:38,sangat buruk aplikasinya tidak dapat dibuka dan tidaklayak digunakan utk penghitungan suara pemilu saat ini,sangat buruk aplikasinya tidak dapat dibuka dan tidaklayak digunakan utk penghitungan suara pemilu saat ini,buruk aplikasinya dibuka tidaklayak utk penghitungan suara pemilu,"['buruk', 'aplikasinya', 'dibuka', 'tidaklayak', 'utk', 'penghitungan', 'suara', 'pemilu']",buruk aplikasi buka tidaklayak utk hitung suara milu,negatif,,
Apknya tidak maksimal bikin gaduh,1,2024-02-18 23:25:50,apknya tidak maksimal bikin gaduh,apknya tidak maksimal bikin gaduh,apknya maksimal bikin gaduh,"['apknya', 'maksimal', 'bikin', 'gaduh']",apknya maksimal bikin gaduh,negatif,,
Apk tai,1,2024-02-18 23:25:00,apk tai,aplikasi tai,aplikasi tai,"['aplikasi', 'tai']",aplikasi tai,negatif,,
"Aplikasi pemerintah selalu tidak beres. Bikin aplikasi tidak siap. Cari developer yang handal, jangan developer abal abal.",1,2024-02-18 23:03:20,aplikasi pemerintah selalu tidak beres bikin aplikasi tidak siap cari developer yang handal jangan developer abal abal,aplikasi pemerintah selalu tidak beres bikin aplikasi tidak siap cari developer yang handal jangan developer abal abal,aplikasi pemerintah beres bikin aplikasi cari developer handal developer abal abal,"['aplikasi', 'pemerintah', 'beres', 'bikin', 'aplikasi', 'cari', 'developer', 'handal', 'developer', 'abal', 'abal']",aplikasi perintah beres bikin aplikasi cari developer handal developer abal abal,negatif,,
aplikasi membuat geger seluruh warga Indonesia...,1,2024-02-18 22:56:32,aplikasi membuat geger seluruh warga indonesia,aplikasi membuat geger seluruh warga indonesia,aplikasi geger warga indonesia,"['aplikasi', 'geger', 'warga', 'indonesia']",aplikasi geger warga indonesia,negatif,,
"Aplikasi pemerintah tp sangat buruk kwalitasnya , susah log in ,sering mental kluar jika input data , trus pembacaan Kamera tidak sesuei real nya . Udah gitu yg ppwp tidak bisa di edit jika sistem gk bisa baca , pokoknya buruk sekali",1,2024-02-18 22:55:11,aplikasi pemerintah tp sangat buruk kwalitasnya susah log in sering mental kluar jika input data trus pembacaan kamera tidak sesuei real nya udah gitu yg ppwp tidak bisa di edit jika sistem gk bisa baca pokoknya buruk sekali,aplikasi pemerintah tp sangat buruk kwalitasnya susah log in sering mental kluar jika input data trus pembacaan kamera tidak sesuei real nya sudah gitu yang ppwp tidak bisa di edit jika sistem tidak bisa baca pokoknya buruk sekali,aplikasi pemerintah tp buruk kwalitasnya susah log in mental kluar input data trus pembacaan kamera sesuei real nya gitu ppwp edit sistem baca pokoknya buruk,"['aplikasi', 'pemerintah', 'tp', 'buruk', 'kwalitasnya', 'susah', 'log', 'in', 'mental', 'kluar', 'input', 'data', 'trus', 'pembacaan', 'kamera', 'sesuei', 'real', 'nya', 'gitu', 'ppwp', 'edit', 'sistem', 'baca', 'pokoknya', 'buruk']",aplikasi perintah tp buruk kwalitasnya susah log in mental kluar input data trus baca kamera sesuei real nya gitu ppwp edit sistem baca pokok buruk,negatif,,
Aplikasi pembodohan publik,1,2024-02-18 22:52:25,aplikasi pembodohan publik,aplikasi pembodohan publik,aplikasi pembodohan publik,"['aplikasi', 'pembodohan', 'publik']",aplikasi bodoh publik,negatif,,
Aplikasi aneh 😄,1,2024-02-18 22:47:14,aplikasi aneh,aplikasi aneh,aplikasi aneh,"['aplikasi', 'aneh']",aplikasi aneh,negatif,,
Aplikasi gagal,1,2024-02-18 22:10:17,aplikasi gagal,aplikasi gagal,aplikasi gagal,"['aplikasi', 'gagal']",aplikasi gagal,negatif,,
Aplikasi belum siap sudah di pakai,1,2024-02-18 21:59:08,aplikasi belum siap sudah di pakai,aplikasi belum siap sudah di pakai,aplikasi pakai,"['aplikasi', 'pakai']",aplikasi pakai,negatif,,
Tolong dong bersahabat sudah saya kasih 5 bintang nih,5,2024-02-18 21:20:25,tolong dong bersahabat sudah saya kasih 5 bintang nih,mohon dong bersahabat sudah saya kasih 5 bintang nih,mohon bersahabat kasih 5 bintang nih,"['mohon', 'bersahabat', 'kasih', '5', 'bintang', 'nih']",mohon sahabat kasih 5 bintang nih,netral,,
Produk gagal.,1,2024-02-18 21:12:13,produk gagal,produk gagal,produk gagal,"['produk', 'gagal']",produk gagal,negatif,,
Mudah mudahan apk si rekap KPU baik baik saja,4,2024-02-18 20:43:05,mudah mudahan apk si rekap kpu baik baik saja,mudah mudahan aplikasi si rekap kpu baik baik saja,mudah mudahan aplikasi si rekap kpu,"['mudah', 'mudahan', 'aplikasi', 'si', 'rekap', 'kpu']",mudah mudah aplikasi si rekap kpu,positif,,
"setelah terinstal aplikasi kok gak bisa dibuka malah keluar tulisan "" terjadi kesalahan perangkat : silahkan mengaktifkan kunci layar untuk mengunakan aplikasi """,1,2024-02-18 20:13:04,setelah terinstal aplikasi kok gak bisa dibuka malah keluar tulisan terjadi kesalahan perangkat silahkan mengaktifkan kunci layar untuk mengunakan aplikasi,setelah terinstal aplikasi mengapa tidak bisa dibuka malah keluar tulisan terjadi kesalahan perangkat silahkan mengaktifkan kunci layar untuk mengunakan aplikasi,terinstal aplikasi dibuka tulisan kesalahan perangkat silahkan mengaktifkan kunci layar mengunakan aplikasi,"['terinstal', 'aplikasi', 'dibuka', 'tulisan', 'kesalahan', 'perangkat', 'silahkan', 'mengaktifkan', 'kunci', 'layar', 'mengunakan', 'aplikasi']",terinstal aplikasi buka tulis salah perangkat silah aktif kunci layar mengunakan aplikasi,negatif,,
