content,score,at,sentimen,,
Aplikasi ra cethoo RUWETT!!,1,2024-02-18 00:35:14,negatif,,
Mantap Lanjutkan Bakat mu !!,1,2024-02-18 00:34:01,positif,,
Update terus gaada perbaikan = nol besar,1,2024-02-18 00:29:39,negatif,,
Aplikasi bermasalah.. gak bisa baca angka dengan baik.. padahal angka sudah ditulis dengan sangat rapi sekali,1,2024-02-18 00:17:04,negatif,,
"Sudah berkali"" ulang ambil foto tetap gambar gagal dikenali. Terlalu ribet aplikasinya. Kenapa ga dibuat simpel aja Bapak ketua KPU RI yang terhormat. Contoh yg simpel bisa upload file pdf foto hasil dr C-pleno..",1,2024-02-18 00:13:04,negatif,,
Kapeu curang,1,2024-02-18 00:06:41,negatif,,
Tidak kompeten,1,2024-02-18 00:00:35,negatif,,
Kurang Akurat Banyak BUG,1,2024-02-17 23:49:11,negatif,,
Gakbisa login,1,2024-02-17 23:47:52,negatif,,
"Belum layak di pakai sudah di pakai, bisa merugikan rakyat Indonesia nama nya ini, Ada yg di untungkan ada yg di rugikan.",1,2024-02-17 23:40:21,negatif,,
Gak akurat. Algoritma memojokan salah satu paslon,1,2024-02-17 23:37:58,negatif,,
bukanny membatu tapi menyusahkan. berbeda dengan 2019 kebnykan selsai jam 1 atau 2 malam. ini rata rata pagi ke siang pada selsainy. gra gra sirekap. seharusny selama 4 th developer melakukan analisa dan uji trial tes. masih banyak bug dimana mana. ada beberapa kasus tiba tiba data hilang kembali ke nol setelah tanggal 15 ny. kesannya sangat di paksakan. Mungkin untuk 5 th berikutny.sudh mulai di lakukan ujicoba dari skrng.,1,2024-02-17 23:36:17,negatif,,
Aksesnya syuliiit,1,2024-02-17 23:25:25,negatif,,
Bukan MEMPERCEPAT TAPI MEMPERLAMA JELEK BURUK TIDAK MANFAAT,1,2024-02-17 23:24:50,negatif,,
Linmas,5,2024-02-17 22:58:41,netral,,
"Kerjanya setiap 5 tahun sekali, eh sekalinya kerja ngerjain satu endonesa....",1,2024-02-17 22:56:44,negatif,,
Aplikasi Mark up. Payah,1,2024-02-17 22:51:35,negatif,,
"sinyal lemah,, tidak bisa dipakai , auto crop tidak presisi",1,2024-02-17 22:34:05,negatif,,
Ok,5,2024-02-17 22:25:23,positif,,
"Tidak bisa kunci data dan buat dokumen, selalu muter² terus, gmn solusinya??",2,2024-02-17 22:10:24,negatif,,
"Kenapa sampai sekarang saya tidak bisa unggah berkas pdf? Pdhl sinyal udah bagus, tp sll gagal...",2,2024-02-17 21:58:15,negatif,,
Aplikasinya jelek gak bisa upload poto dari galeri dan servernya lelet,2,2024-02-17 21:39:32,negatif,,
Hebat sangat menginsipirisasi,1,2024-02-17 21:17:01,positif,,
Apl tai,1,2024-02-17 21:14:05,negatif,,
dari instansi bersangkutan....😁 alangkah bagusnya sebelum dilaksanakan pemilu aplikasi sirekap diuji coba dulu dalam riset dan diambil sampel yang banyak agar tau kelemahan dimana supaya bisa diperbaiki. jujur untuk skrng aplikasi sirekap banyak kelemahannya terutama dalam hitungan suara di sirekap dengan Plano yang terjadi ketidak sesuaian dalam hitungan suara yang tidak bisa diubah atau disesuaikan dengan Plano. ada apakah itu pihak penyelenggara.....?🤫 mohon perhatiannya dan terima kasih 🙏,1,2024-02-17 20:34:52,negatif,,
"Tambahkan fitur foto dari gallery, tambahkan buat flash, kamera kualitas rendah, membaca angka juga susah, bisa nya minta maaf doang tapi gak memperbaiki yg lebih bagus",1,2024-02-17 20:26:45,negatif,,
"Parah banget aplikasi ini algoritmanya seolah olah seperti sudah diatur sesuai pesanan, diperbaiki yg satu yg lain malah berubah, server lemot parah, pemindaian angka tidak akurat banyak kesalahan, heran aplikasi buatan pemerintah tapi interface sekelas aplikasi warnet... Anggaran triliunan bikin 1 aplikasi ajah kaga pernah bener?",1,2024-02-17 20:26:03,negatif,,
Sangat membagongkan.. petugas kpps sampe klenger..wkwkwkw,1,2024-02-17 20:14:26,negatif,,
Kurang terpercaya,1,2024-02-17 19:44:58,negatif,,
Kasih tombol login sama logout dong buat refresh data..apk taii,1,2024-02-17 18:52:26,netral,,
"Aplikasi yang lumayan ribet, mau kunci aja ga bisa",1,2024-02-17 18:32:57,negatif,,
"Aplikasi nya sama sekali tidak worth it, update nya sering error sering juga, pas nge foto lama nunggu loadingnya, apalagi kemarin pas pemilu malah ga bisa digunakan, jadi tolong dong kalo mau digunakan lagi benar2 di perbaiki jadi lebih baik lagi, karena saya sangat kesusahan saat pemilu, udah cape2 memfoto c-hasil dll trnyta malah error jadi percuma saja jadinya, mohon untuk membuat aplikasi yang benar2 berguna",1,2024-02-17 18:14:09,negatif,,
"Teguran keras untuk KPU, tolong perbaiki lagi aplikasi SIREKAP jika ingin di pergunakan terus kedepan nya, jangan sampai hal yg serupa terjadi kedepan nya kasihan untuk petugas yg pegang Sirekap, dan KPU harus lebih tegas dan bijak dalam mengambil keputusan untuk memergunakan SIREKAP dalam pemilu serentak, SIREKAP sudah bermasalah saat simulasi dan sangant tidak memungkinkan untuk di pergunakan dalam pemilu serentak akan tetapi KPU nekat untuk mempergunakan SIREKAP dalam pemilu serentak",1,2024-02-17 18:11:43,negatif,,
ip nya gak jelas. gx usah ada pemilu...,1,2024-02-17 18:10:45,negatif,,
"Aplikasi sulit dikunci, dan sulit diulangi jadi ribet.",1,2024-02-17 18:05:59,negatif,,
Dari sekian banya ulasan kok TDK ada yg memberi B5 ternyata ini yg bikin ricih riuh yg menghitung tanpa nurani dan kehilangan Akhlaknya,1,2024-02-17 17:55:08,negatif,,
Bad bro,1,2024-02-17 17:53:52,negatif,,
Burruuuuuuukkkk,1,2024-02-17 17:48:20,negatif,,
"sampah, bukannya mempermudah malah mempersulit kpps dalam memberikan hasil data",1,2024-02-17 17:46:55,negatif,,
apk TOLOL,1,2024-02-17 17:45:26,negatif,,
Aplikasi tidak bermutu,1,2024-02-17 17:39:48,negatif,,
Aplikasinya muter muter dari kemaren sampai sekarang masih muter muter,1,2024-02-17 17:37:09,negatif,,
Bagua,5,2024-02-17 17:26:02,positif,,
Jelek banget,1,2024-02-17 17:16:50,negatif,,
Plis.. sampai sekarang sirekap ku belum juga kelar kunci dokumenya.. loading dan mental2...,1,2024-02-17 17:16:28,negatif,,
Aplikasi penggelembungan suara,1,2024-02-17 17:14:28,negatif,,
Nyusain sumpah.,1,2024-02-17 17:11:08,negatif,,
Aplikasi dikira mempermudah kog malah mempersulit dan memperlambat proses perhitungan suara di TPS. Kami sampai pulang pagi karena aplikasinya tidak berguna. Mohon untuk dibuang aja aplikasi karena malah membebani KPPS.,1,2024-02-17 17:07:14,negatif,,
aplikasi bermasalah tidak bisa unggah berkas,1,2024-02-17 16:56:37,negatif,,
Burul,1,2024-02-17 16:50:44,negatif,,
Coba coba,4,2024-02-17 16:43:33,netral,,
Asli menguji kesabaran. Masa tinggal buat foto daftar hadir sama tanda terima aja fotonya gabisa masuk. Padahal foto c-hasil langsung bisa dan terverifikasi. Kalau belum siap bikin apk mending gausah deh. Malah nyusahin aja,1,2024-02-17 16:40:36,negatif,,
Nyusahne petugas server lemot kamera eror ngeblur sampai sekarang gabisa bener,1,2024-02-17 16:36:36,negatif,,
Terlihat curangnya,1,2024-02-17 16:36:12,negatif,,
Gk jelas,1,2024-02-17 16:35:40,negatif,,
Aplikasi ini bayak kecurangan,1,2024-02-17 16:27:31,negatif,,
Ngantuk,1,2024-02-17 16:26:23,netral,,
Susah kunci dan kirim data....mohon petugas sirekap tanggap....agar kami bisa cepat kunci data.,2,2024-02-17 16:22:41,negatif,,
Banyak error,1,2024-02-17 16:18:08,negatif,,
"TPSku viral grgr terdeteksi beda, kalian bikin apk deteksi sendiri. Malah petugas KPPSnya yg dikasusin. Benahi dulu digitalisasi jgn erar eror trs nyalahin orang!",1,2024-02-17 16:17:10,negatif,,
Aplikasi penipu dari rejim culas dan tak tau malu.,1,2024-02-17 16:16:43,negatif,,
"Ketika ingin memasukkan waktu pemungutan suara dan mengupload c.hasil, selalu diarahkan ke browser untuk melakukan login ulang. Sehingga memperlambat kinerja kami anggota kpps, dan aplikasi ini tidak kami pakai juga pada akhirnya.",1,2024-02-17 16:15:27,negatif,,
Aplikasi bodong bisa di buka,1,2024-02-17 16:15:13,negatif,,
"Gak bisa di buka, informasinya selalu berbeda dengan hasil aslinya ada pengurangan ada Penggelembungan hasil suara",1,2024-02-17 16:13:37,negatif,,
Tak Gune,1,2024-02-17 16:10:09,negatif,,
"Katanya bisa offline, tapi saat di gunakan malah jadi ga jelas dan ga bisa di pake. kamera aplikasi juga tergolong burik, mau pake kamera bawaan hp tapi fotonya ga bisa di masukkan di aplikasi, padahal hasil foto kamera lebih jernih dan jelas. Hasil camera aplikasi malah ga terbaca.",1,2024-02-17 16:01:02,negatif,,
Aplikasi sangat berbahaya dan tidak sesuai dengan data di input,1,2024-02-17 15:57:02,negatif,,
Aplikasi gk jelas,1,2024-02-17 15:53:18,negatif,,
Ok.sangat membantu,5,2024-02-17 15:52:52,positif,,
Mantaaap,5,2024-02-17 15:48:15,netral,,
SIREKAP BIKIN PEMILU BERDARAH DARAH,1,2024-02-17 15:46:27,negatif,,
Tidak Bisa Daftar,1,2024-02-17 15:45:23,negatif,,
APK KNTL,1,2024-02-17 15:38:29,negatif,,
Sangat mengecewakan sekali. Kok bisa giliran hari H server down dan baru bisa di pake pas H+1 tengah malam dan itupun masih sangat lelet.,1,2024-02-17 15:31:02,negatif,,
Buset ampas banget nieh aplikasi atau emang kesengajaan,1,2024-02-17 15:21:38,negatif,,
Payah,1,2024-02-17 15:12:23,negatif,,
"Kalo kunci data pasti ngeload lama banget. Tolong lah diperbaiki sistemnya biar lancar saat kunci data, jadi cepat dapet chasilnya",2,2024-02-17 15:10:14,positif,,
"NYUSAIN COK , SERVER DOWN MULU LAIN KALI BIKIN APK YG BENER TOD",1,2024-02-17 15:04:59,negatif,,
"PENYELENGGARA TOLO, DIKATA PEMILIHAN PRESIDEN BUAT UJI COBA AMNJINK, OTAK2 PEJABAT PPG SIYALAN",1,2024-02-17 15:03:13,negatif,,
"Program dengan alokasi anggaran dari pemerintah biasanya gede itungab eM-eM an... Tp hasilnya sekelas tugas semesteran... Kerenkan? Otak-atik dadakan ala Sangkuriang, detik-detik ngitung suara kacau dah",1,2024-02-17 15:03:05,negatif,,
"Dioptimalkan kembali ini aplikasi, bahaya kalau misalnya ada miss data.",5,2024-02-17 15:03:04,negatif,,
Banyak kekurangannya. Andaikan foto bisa di ambil lewat galeri. Kan gak pakai lama fotonya. Foto 1x masih proses sudah keluar APK. 1 foto lampiran pertama aja 100kali fotonya. Kerjanya bukan buat foto aja kita ini,1,2024-02-17 15:02:37,negatif,,
Perbaiki servernya dulu,1,2024-02-17 15:01:14,negatif,,
"Server lemah, kemampuan membaca angka krg akurat, byk petugas kpps tdk sempat edit saking percayanya dgn aplikasi ini, krn waktu bimtek bagus, stlh dikirim baru sadar klau data yg dikirim salah & sdh tdk bisa di edit lagi padahal blm di kunci, Krn server lemah saat penghit. suara kpps byk yg cuma menfoto tblm mengirim, krn foto sdh centang hijau dianggap aman, rencana akan dikirim bsk, saat server kuat, ternyata pas dikirim fotonya gagal dibaca apk ini, disuruh foto lagi, sdg plano sdh dikumpul",1,2024-02-17 14:58:47,negatif,,
Jelek,1,2024-02-17 14:57:58,negatif,,
iso bikin apliksi ora cuk,1,2024-02-17 14:56:56,negatif,,
"Kamera jelek tidak bisa HD kayak kamera jadul, tidak bisa mendeteksi angka, aplikasi nya susah di pakai lemot tingkat dewa. Intinya kameranya tidak patut digunakan. Mungkin bisa di revisi untuk pemilu-pemilu selanjutnya. Pencahayaan harus pakai sokle kah baru bisa terbaca, Aplikasi nya tolol",1,2024-02-17 14:53:11,negatif,,
"Bugnya parah. Di TPS rata2 DPT 300, tapi kok bisa input total 180*** suara. Logicnya tidak masuk, seharusnya kalo salah input tidak bisa diupload. Minimal dikasih warning/alert biar petugas data entry-nya bisa koreksi.",1,2024-02-17 14:52:20,negatif,,
"menyusahkan kpps, terimakasih sudah membuat kami kesusahan",1,2024-02-17 14:48:15,negatif,,
"Yang kalah kalah aja ga usah protes,pake nyerang rating bawah untuk apk ini,all in Prabowo ✌️😁.",5,2024-02-17 14:46:59,negatif,,
Sangat sangat buruk,1,2024-02-17 14:46:44,negatif,,
Aplikasi semrawut🤕,1,2024-02-17 14:42:22,negatif,,
"Modal dikit napa !! Aplikasi sampah kaya gini, kalah sama game anak² 🤔",1,2024-02-17 14:37:11,negatif,,
Kenapa tidak bisa di akses,1,2024-02-17 14:36:25,negatif,,
"Aplikasi yang sangat menyusahkan pas hari H server down tidak sempat memfoto dengan baik , al hasil setelah kotak suara sudah dikirm ke kecamatan membongkar lagi dikira sudah tidak terpakai aplikasinya.karena hari H down",1,2024-02-17 14:34:34,negatif,,
Joba buka mantau si rekap,5,2024-02-17 14:25:41,netral,,
Sangat menyusahkan,1,2024-02-17 14:19:04,negatif,,
Sistem belum siap bikin capek aja,1,2024-02-17 14:18:38,negatif,,
Hoammm,1,2024-02-17 14:16:01,netral,,
Error parah... Tidak bisa di pakai,1,2024-02-17 14:15:16,negatif,,
"Kerja 5 tahun sekali aja masih kaga bener. Percuma lu pada di gaji tapi ga ada gunanya. Gw download cuma mau ngasih bd rating doang, abis itu gw delete lagi.",1,2024-02-17 13:54:36,negatif,,
Sukses,5,2024-02-17 13:54:32,positif,,
Sudah kuduga lemot juga,1,2024-02-17 13:53:25,negatif,,
"Sepanjang pemilihan umum capres, ini pemilu yg terburuk yg dipertontonkan publik, dulu, semua capres di undang KPU untuk menyaksikan repaitulasi suara dan menerima kritik serta mengoreksi jika ada kekurangan. Sekarang ga ada, KPU menutup diri, sperti ada yg disembunyikan. aplikasi sekelas nasional kualitas sampah.",1,2024-02-17 13:45:00,negatif,,
👎👎,1,2024-02-17 13:43:21,netral,,
Aplikasi kecurangan 02,1,2024-02-17 13:41:58,negatif,,
"cara buka aplikasinya gimana yaa?? udah download tapi ga bisa masuk, cuma ada menu masuk, tapi ga bisa masuk2, tidak ada menu daftar juga",1,2024-02-17 13:39:12,negatif,,
Ga bisa log in,1,2024-02-17 13:34:57,negatif,,
"Apk ga jelas,asal jadi. nyusah2in orang aja",1,2024-02-17 13:26:04,negatif,,
gak bisa berkata2 dengan aplikasi ini.. bukan makin cepet malah makin buat susah,1,2024-02-17 13:24:17,negatif,,
Aplikasi apa ini kesalahan nya banyak dan hanya menggelembungkan capres 02 sedangkan capres lain berkurang... Aneeeehhhh,1,2024-02-17 13:22:51,negatif,,
Mudah mudahan ada perbaikan lagi,4,2024-02-17 13:21:15,positif,,
Kami tidak tahu bagaimana cara bukanya ini aplikasi,2,2024-02-17 13:18:06,negatif,,
kenapa harus pakai sirekap padahal hanya menjadi penyebab lamanya proses penghitungan suara di pemilu Rabu 14 februari 2024.maba kami di menyelesaikan laporan lewat sirekap padahal.nggak aplikasinya nggak bisa di paki,1,2024-02-17 13:17:47,positif,,
"Saran! -Kalau bisa di tambahin fitur ambil gambar dari galeri supaya jelas. -zoom kamera seperti 0,5. Buat 1 aja lah Semoga terlaksana pemilu selanjutnya",3,2024-02-17 13:12:52,positif,,
Buruk sekali aplikasi kpu ini,1,2024-02-17 13:10:21,negatif,,
hp bagus di aplikasi ini gak ada gunanya ngebuat foto jafi blur,1,2024-02-17 13:08:00,negatif,,
Anggaran triliunan tapi aplikasi ancor,1,2024-02-17 13:04:05,negatif,,
"Camera jelek, tidak bisa scan dengan jelas. Kalo tau gini gausah pake aplikasi lah. Ini malah menyusahkan petugas, enak yg diatas tinggal nunggu data. Tapi kami yg bertugas sangat kacau, product gagal",1,2024-02-17 13:03:06,negatif,,
Minimal maintance kalo salah input kalah sama situs slot🤣,1,2024-02-17 13:02:01,negatif,,
tidak akurat,1,2024-02-17 13:00:04,negatif,,
Aplikasi perusak negara,1,2024-02-17 12:55:54,negatif,,
Sekelas acara buat Pilpres aplikasinya kaya begini🤣,1,2024-02-17 12:54:17,netral,,
"Aplikasi masih blm siap digunakan, semakin mempersulit pengguna",2,2024-02-17 12:51:20,negatif,,
Aplikasi sering error,1,2024-02-17 12:50:16,negatif,,
Masa ngga ada fitur lupa password. Bener2 nyusahin,1,2024-02-17 12:49:42,negatif,,
Aplikasi asuuuu,1,2024-02-17 12:47:34,negatif,,
Aplikasi GK guna. Malah menyusahkan petugas kpps.,1,2024-02-17 12:46:03,negatif,,
Aplikasi lembaga negara kenapa seperti tidak ada profesionalitas dan seperti tidak ada netralitas nya???,1,2024-02-17 12:42:46,negatif,,
"Sangat buruk sekali !!! Apk ini Sudah diseting untuk memenangkan paslon yang diusung pemerintah, rezim terkotor sepanjang sejarah kemerdekaan Indonesia",1,2024-02-17 12:38:38,negatif,,
Baik,5,2024-02-17 12:37:45,positif,,
Penasaran sama pemberitaan gaduh sirekap ternyata login ga bisa gimana mau bintang 5,1,2024-02-17 12:24:25,negatif,,
Jelek apk ribet,1,2024-02-17 12:22:26,negatif,,
sampah,1,2024-02-17 12:18:21,negatif,,
Aplikasi terburuk sepanjang masa.,1,2024-02-17 12:11:33,negatif,,
aplikasi menyusahkan,1,2024-02-17 12:11:02,negatif,,
"Aplikasi sangat tidak memudahkan pengguna nya, minta tolong untuk mobile developer nya apk nya untuk di perbaiki, saran untuk pengambilan foto sebaiknya menggunakan dalam bentuk pdf, karna kertas plongko itu tidak kecil dan pengerjaan nya pasti malam, jika diubah menjadi pdf pasti bisa di zoom sampai akar2nya. Ini sangat tidak memudahkan pengguna.",1,2024-02-17 12:05:57,negatif,,
Aplikasi Amburadul,1,2024-02-17 12:05:19,negatif,,
"Sy beri rating 4 bintang sbg bentuk apresiasi. Aplikasi ini blm bisa bekerja maksimal terutama ketika proses membaca / menganalisis foto form c hasil plano yg kita upload sangat2 lama sekali, Sampai 5 hr setelah tgl pemilu masih blm selesai proses. Sehingga kita tdk bisa mengunci dan membuat dokumen c hasil. Sy berharap kedepannya bisa lebih baik terutama dlm daya dan kapasitas servernya.",4,2024-02-17 12:02:30,negatif,,
Semoga makin baik,5,2024-02-17 12:01:54,positif,,
"Dengan adanya sirekap, ekspetasi penghitungan suara akan lebih cepat dan mudah Tapi realitanya tidak sesuai ekspetasi, malah mempersulit dan memperlambat. Semoga bisa diperbaiki agar 5taun kedepan bisa digunakan dengan optimal",2,2024-02-17 11:47:45,negatif,,
Aplikasi yang tidak layak digunakan,1,2024-02-17 11:44:44,negatif,,
Sangat di sayangkan.. KURANG BERMUTU. ORA JELAS BLAS.,1,2024-02-17 11:42:56,negatif,,
Aplikasi eror ,1,3/12/2025 13:13:35,negatif,,
Sebenernya kalau di lihat hanya untuk dobel cek untuk perhitungan suara dan kadang kala sering maintennes ,2,3/12/2025 13:25:27,negatif,,
"Terlalu lama prosesnya, apalagi kalau dipakek bersamaan",1,3/12/2025 13:42:24,negatif,,
Bagus,3,3/12/2025 13:58:20,positif,,
agak sulit,1,3/12/2025 14:55:17,negatif,,
"sering error pada saat pelaksanaan peng upload an data, harus logout kemudian login lagi",1,3/12/2025 15:38:22,negatif,,
Cukup baik,3,3/12/2025 15:42:08,positif,,
Sirekap untuk pilkada ini sangat membantu dikarenakan sistemnya lebih baik dan Minim terjadi trobel...jadi sangat membantu kpps dan pps dalam rekapitulasi di tingkat pps atau desa,3,3/12/2025 15:55:53,positif,,
Aplikasi Sirekap pada Pilkada tahun 2024 sudah cukup efisien dan membantu petugas KPPS dalam mengupload data yang dibutuhkan. ,3,3/12/2025 16:13:05,positif,,
Mudah diaplikasikan ,3,3/12/2025 16:29:47,positif,,
Aplikasi terkait pendataan dan foto kerras pleno yang mengambarkan perolehan suara paska pemungutan suara disetiap tps,1,3/12/2025 16:43:44,netral,,
"Cukup baik, ada peningkatan untuk sirekap versi terbaru dan lebih baik dari sirekap PILPRES. ",3,3/12/2025 17:02:50,positif,,
sangat membantu perhitungan suara,3,3/12/2025 17:06:56,positif,,
Sangat terbantu sekali,3,3/12/2025 17:09:27,positif,,
Mudah di operasikan ,3,3/12/2025 17:12:19,positif,,
Karena saya pengguna baru yang belum ada pengalaman sebelumnya jadi cukup rumit ya apalagi kendala server dalam pengumpulan daftar hadir yang sangat lama,1,3/12/2025 17:32:52,negatif,,
Kadang aplikasi terdapat gangguan dalam koneksi,1,3/12/2025 17:45:48,positif,,
Cukup baik dari pada saat pemilu ,3,3/12/2025 17:54:10,positif,,
Perlu ada perbaikan ,1,3/12/2025 18:05:36,netral,,
Baikk tapi lebih baik disempurnakan sebelum dipakai,2,3/12/2025 18:08:25,positif,,
Baik,3,3/12/2025 18:08:38,positif,,
"Alhamdulillah untuk aplikasi sirekap di pilkada lebih baik ketimbang Pemilu 2024, semoga di Pemilu 5 tahun kedepan lebih baik lagi",3,3/12/2025 18:17:01,positif,,
Alhamdulillah lancar,3,3/12/2025 18:35:49,positif,,
Sangat baik,3,3/12/2025 18:37:29,positif,,
Aplikasi untuk memasukkan data hasil pemilihan ,2,3/12/2025 18:37:40,netral,,
Sistem informasi Rekapitulasi,2,3/12/2025 18:58:36,netral,,
