content,score,at,label,Unnamed: 0,clean_text,normalized_text,text_StopWords,text_tokens,text_steaming
Sarana kecurangan pemilu 2024.,1,2024-02-18 09:01:51,Negatif,,sarana kecurangan pemilu 2024,sarana kecurangan pemilu 2024,sarana kecurangan pemilu 2024,"['sarana', 'kecurangan', 'pemilu', '2024']",sarana curang milu 2024
"Aplikasi yg sangat merepotkan, semoga pilkada dihilangkan",1,2024-02-18 08:57:47,Negatif,,aplikasi yg sangat merepotkan semoga pilkada dihilangkan,aplikasi yang sangat merepotkan semoga pilkada dihilangkan,aplikasi merepotkan semoga pilkada dihilangkan,"['aplikasi', 'merepotkan', 'semoga', 'pilkada', 'dihilangkan']",aplikasi repot moga pilkada hilang
😭😭😭😭😭,1,2024-02-18 08:40:21,Negatif,,,,,[],
Belum layak digunakan,1,2024-02-18 08:35:04,Negatif,,belum layak digunakan,belum layak digunakan,layak,['layak'],layak
Bikin gengenh geleng kepala pokonya.,1,2024-02-18 08:31:22,Negatif,,bikin gengenh geleng kepala pokonya,bikin gengenh geleng kepala pokonya,bikin gengenh geleng kepala pokonya,"['bikin', 'gengenh', 'geleng', 'kepala', 'pokonya']",bikin gengenh geleng kepala poko
"Saat tgl 14 feb, di wajibkan menggunakan versi 2.41 lha kok mau submit aja susah poll. Ngerjain sirekap sampai 3 hari 2 malam tidak ada perubahan. Berujung kirim manual file ke pps. Aplikasi nggak guna, mindo gaweni",1,2024-02-18 08:30:18,Negatif,,saat tgl 14 feb di wajibkan menggunakan versi 241 lha kok mau submit aja susah poll ngerjain sirekap sampai 3 hari 2 malam tidak ada perubahan berujung kirim manual file ke pps aplikasi nggak guna mindo gaweni,saat tgl 14 feb di wajibkan menggunakan versi 241 lha mengapa ingin submit saja susah poll ngerjain sirekap sampai 3 hari 2 malam tidak ada perubahan berujung kirim manual file ke pps aplikasi nggak guna mindo gaweni,tgl 14 feb wajibkan versi 241 lha submit susah poll ngerjain sirekap 3 2 malam perubahan berujung kirim manual file pps aplikasi nggak mindo gaweni,"['tgl', '14', 'feb', 'wajibkan', 'versi', '241', 'lha', 'submit', 'susah', 'poll', 'ngerjain', 'sirekap', '3', '2', 'malam', 'perubahan', 'berujung', 'kirim', 'manual', 'file', 'pps', 'aplikasi', 'nggak', 'mindo', 'gaweni']",tgl 14 feb wajib versi 241 lha submit susah poll ngerjain sirekap 3 2 malam ubah ujung kirim manual file pps aplikasi nggak mindo gaweni
Aplikasi yg sangat berguna untuk mempersulit dan memperlambat pekerjaan,1,2024-02-18 08:28:55,Negatif,,aplikasi yg sangat berguna untuk mempersulit dan memperlambat pekerjaan,aplikasi yang sangat berguna untuk mempersulit dan memperlambat pekerjaan,aplikasi berguna mempersulit memperlambat pekerjaan,"['aplikasi', 'berguna', 'mempersulit', 'memperlambat', 'pekerjaan']",aplikasi guna sulit lambat kerja
App yg cukup membantu,5,2024-02-18 08:27:39,Positif,,app yg cukup membantu,app yang cukup membantu,app membantu,"['app', 'membantu']",app bantu
"Masih banyak kekurangan. Salah satunya tidak bisa mengaktifkan lampu flash saat mau foto. Coba ditambahkan fitur menyalakan flash, untuk membantu saat foto. Mungkin kedepan bisa dipikiran yang discan adalah C-salinan yang berukuran A4, dimana sekarang hampir tiap TPS dilengkapi dengan printer yang bisa scan dan copy.",3,2024-02-18 08:26:09,Netral,,masih banyak kekurangan salah satunya tidak bisa mengaktifkan lampu flash saat mau foto coba ditambahkan fitur menyalakan flash untuk membantu saat foto mungkin kedepan bisa dipikiran yang discan adalah csalinan yang berukuran a4 dimana sekarang hampir tiap tps dilengkapi dengan printer yang bisa scan dan copy,masih banyak kekurangan salah satunya tidak bisa mengaktifkan lampu flash saat ingin foto coba ditambahkan fitur menyalakan flash untuk membantu saat foto mungkin kedepan bisa dipikiran yang discan adalah csalinan yang berukuran a4 dimana sekarang hampir tiap tps dilengkapi dengan printer yang bisa scan dan copy,kekurangan salah satunya mengaktifkan lampu flash foto coba fitur menyalakan flash membantu foto kedepan dipikiran discan csalinan berukuran a4 dimana tps dilengkapi printer scan copy,"['kekurangan', 'salah', 'satunya', 'mengaktifkan', 'lampu', 'flash', 'foto', 'coba', 'fitur', 'menyalakan', 'flash', 'membantu', 'foto', 'kedepan', 'dipikiran', 'discan', 'csalinan', 'berukuran', 'a4', 'dimana', 'tps', 'dilengkapi', 'printer', 'scan', 'copy']",kurang salah satu aktif lampu flash foto coba fitur nyala flash bantu foto depan pikir discan csalinan ukur a4 mana tps lengkap printer scan copy
Dana 30m cuma untuk ongkos minta maaf KPU..,1,2024-02-18 08:18:52,Negatif,,dana 30m cuma untuk ongkos minta maaf kpu,dana 30m cuma untuk ongkos minta maaf kpu,dana 30m ongkos maaf kpu,"['dana', '30m', 'ongkos', 'maaf', 'kpu']",dana 30m ongkos maaf kpu
Mending dihapus ini aplikasi,1,2024-02-18 08:13:49,Negatif,,mending dihapus ini aplikasi,mending dihapus ini aplikasi,mending dihapus aplikasi,"['mending', 'dihapus', 'aplikasi']",mending hapus aplikasi
"Untuk kunci dan buat dokumen DPR Pusat tidak bisa digunakan sudah 3 hari tetap mutar muter, tolong diperbaiki....",1,2024-02-18 08:04:33,Negatif,,untuk kunci dan buat dokumen dpr pusat tidak bisa digunakan sudah 3 hari tetap mutar muter tolong diperbaiki,untuk kunci dan untuk dokumen dpr pusat tidak bisa digunakan sudah 3 hari tetap mutar muter mohon diperbaiki,kunci dokumen dpr pusat 3 mutar muter mohon diperbaiki,"['kunci', 'dokumen', 'dpr', 'pusat', '3', 'mutar', 'muter', 'mohon', 'diperbaiki']",kunci dokumen dpr pusat 3 mutar muter mohon baik
Aplikasi buang2 kuota.. tolong lebih canggih lagi dong puh.. sepuh..,1,2024-02-18 07:56:17,Negatif,,aplikasi buang2 kuota tolong lebih canggih lagi dong puh sepuh,aplikasi buang2 kuota mohon lebih canggih lagi dong puh sepuh,aplikasi buang2 kuota mohon canggih puh sepuh,"['aplikasi', 'buang2', 'kuota', 'mohon', 'canggih', 'puh', 'sepuh']",aplikasi buang2 kuota mohon canggih puh sepuh
Mantap,4,2024-02-18 07:48:09,Positif,,mantap,mantap,mantap,['mantap'],mantap
menyulitkan anggota kpps,1,2024-02-18 07:36:52,Negatif,,menyulitkan anggota kpps,menyulitkan anggota kpps,menyulitkan anggota kpps,"['menyulitkan', 'anggota', 'kpps']",sulit anggota kpps
"Aplikasi sekelas nasional saat C Plano di upload dan sistem salah baca dibilang masih MOCK UP TEST, apesnya tidak bisa diedit pertanyaan paling mendasar selama kurang dari 5 tahun tim IT KPU kerjanya apa ? Apakah tidak ada maintenance berkala atau upgrade sirekap?",1,2024-02-18 07:36:41,Negatif,,aplikasi sekelas nasional saat c plano di upload dan sistem salah baca dibilang masih mock up test apesnya tidak bisa diedit pertanyaan paling mendasar selama kurang dari 5 tahun tim it kpu kerjanya apa apakah tidak ada maintenance berkala atau upgrade sirekap,aplikasi sekelas nasional saat c plano di upload dan sistem salah baca dibilang masih mock up test apesnya tidak bisa diedit pertanyaan paling mendasar selama kurang dari 5 tahun tim it kpu kerjanya apa apakah tidak ada maintenance berkala atau upgrade sirekap,aplikasi sekelas nasional c plano upload sistem salah baca dibilang mock up test apesnya diedit mendasar 5 tim it kpu kerjanya maintenance berkala upgrade sirekap,"['aplikasi', 'sekelas', 'nasional', 'c', 'plano', 'upload', 'sistem', 'salah', 'baca', 'dibilang', 'mock', 'up', 'test', 'apesnya', 'diedit', 'mendasar', '5', 'tim', 'it', 'kpu', 'kerjanya', 'maintenance', 'berkala', 'upgrade', 'sirekap']",aplikasi kelas nasional c plano upload sistem salah baca bilang mock up test apes edit dasar 5 tim it kpu kerja maintenance kala upgrade sirekap
"KPPS yang kerja pagi sampe pagi, menyajikan data akurat, jujur,netral jadi kacau karena sebuah aplikasi. Mungkin hanya sebuah aplikasi namun efek yang ditimbulkan sangat besar terhadap tumbuhnya demokrasi negara tercinta.",1,2024-02-18 07:36:29,Negatif,,kpps yang kerja pagi sampe pagi menyajikan data akurat jujurnetral jadi kacau karena sebuah aplikasi mungkin hanya sebuah aplikasi namun efek yang ditimbulkan sangat besar terhadap tumbuhnya demokrasi negara tercinta,kpps yang kerja pagi sampe pagi menyajikan data akurat jujurnetral jadi kacau karena sebuah aplikasi mungkin hanya sebuah aplikasi namun efek yang ditimbulkan sangat besar terhadap tumbuhnya demokrasi negara tercinta,kpps kerja pagi sampe pagi menyajikan data akurat jujurnetral kacau aplikasi aplikasi efek ditimbulkan tumbuhnya demokrasi negara tercinta,"['kpps', 'kerja', 'pagi', 'sampe', 'pagi', 'menyajikan', 'data', 'akurat', 'jujurnetral', 'kacau', 'aplikasi', 'aplikasi', 'efek', 'ditimbulkan', 'tumbuhnya', 'demokrasi', 'negara', 'tercinta']",kpps kerja pagi sampe pagi saji data akurat jujurnetral kacau aplikasi aplikasi efek timbul tumbuh demokrasi negara cinta
Sangat mengecewakan,1,2024-02-18 07:36:23,Negatif,,sangat mengecewakan,sangat mengecewakan,mengecewakan,['mengecewakan'],kecewa
Lu gak takut dosa min. Nyusahin puluhan juta orang dengan aplikasi amburadul.,1,2024-02-18 07:33:37,Negatif,,lu gak takut dosa min nyusahin puluhan juta orang dengan aplikasi amburadul,lu tidak takut dosa min nyusahin puluhan juta orang dengan aplikasi amburadul,lu takut dosa min nyusahin puluhan juta orang aplikasi amburadul,"['lu', 'takut', 'dosa', 'min', 'nyusahin', 'puluhan', 'juta', 'orang', 'aplikasi', 'amburadul']",lu takut dosa min nyusahin puluh juta orang aplikasi amburadul
Parah...kena virus curang,1,2024-02-18 07:31:58,Negatif,,parahkena virus curang,parahkena virus curang,parahkena virus curang,"['parahkena', 'virus', 'curang']",parahkena virus curang
Data gk bs di pertanggung jawabkan . .,1,2024-02-18 07:25:01,Negatif,,data gk bs di pertanggung jawabkan,data tidak bs di pertanggung jawabkan,data bs pertanggung jawabkan,"['data', 'bs', 'pertanggung', 'jawabkan']",data bs tanggung jawab
"Aplikasi tidak mempermudah mlh mempersulit petugas KPPS, foto tidak tebaca padahal sudah terang... Susah di gunakan, fitur terbatas... Astaghfirullah, aplikasi apa ini",1,2024-02-18 07:24:41,Negatif,,aplikasi tidak mempermudah mlh mempersulit petugas kpps foto tidak tebaca padahal sudah terang susah di gunakan fitur terbatas astaghfirullah aplikasi apa ini,aplikasi tidak mempermudah mlh mempersulit petugas kpps foto tidak tebaca padahal sudah terang susah di gunakan fitur terbatas astaghfirullah aplikasi apa ini,aplikasi mempermudah mlh mempersulit petugas kpps foto tebaca terang susah fitur terbatas astaghfirullah aplikasi,"['aplikasi', 'mempermudah', 'mlh', 'mempersulit', 'petugas', 'kpps', 'foto', 'tebaca', 'terang', 'susah', 'fitur', 'terbatas', 'astaghfirullah', 'aplikasi']",aplikasi mudah mlh sulit tugas kpps foto tebaca terang susah fitur batas astaghfirullah aplikasi
Mau komen panjang udah dibahas sama yang lain,1,2024-02-18 07:24:29,Negatif,,mau komen panjang udah dibahas sama yang lain,ingin komen panjang sudah dibahas sama yang lain,komen dibahas,"['komen', 'dibahas']",komen bahas
Apk menyesatkan dlm penghitungan suara pemilih,1,2024-02-18 07:24:11,Negatif,,apk menyesatkan dlm penghitungan suara pemilih,aplikasi menyesatkan dlm penghitungan suara pemilih,aplikasi menyesatkan dlm penghitungan suara pemilih,"['aplikasi', 'menyesatkan', 'dlm', 'penghitungan', 'suara', 'pemilih']",aplikasi sesat dlm hitung suara pilih
Hadeeehh kpu kpuuuuu kasian kami yang dijadikan bahan percobaan sirekap tapi nyatanya aplikasi ini belum layak dan belum lulus uji coba .,1,2024-02-18 07:21:43,Negatif,,hadeeehh kpu kpuuuuu kasian kami yang dijadikan bahan percobaan sirekap tapi nyatanya aplikasi ini belum layak dan belum lulus uji coba,hadeeehh kpu kpuuuuu kasian kami yang dijadikan bahan percobaan sirekap tapi nyatanya aplikasi ini belum layak dan belum lulus uji coba,hadeeehh kpu kpuuuuu kasian dijadikan bahan percobaan sirekap aplikasi layak lulus uji coba,"['hadeeehh', 'kpu', 'kpuuuuu', 'kasian', 'dijadikan', 'bahan', 'percobaan', 'sirekap', 'aplikasi', 'layak', 'lulus', 'uji', 'coba']",hadeeehh kpu kpuuuuu kasi jadi bahan coba sirekap aplikasi layak lulus uji coba
"Aplikasi gak jelas, malah menghambat kerja KPPS",1,2024-02-18 07:12:59,Negatif,,aplikasi gak jelas malah menghambat kerja kpps,aplikasi tidak jelas malah menghambat kerja kpps,aplikasi menghambat kerja kpps,"['aplikasi', 'menghambat', 'kerja', 'kpps']",aplikasi hambat kerja kpps
"Apk bintang 1 atau Tidak Netral, Server di Singapura Punya Perusahaan China, Tidak ada sertifikasi dari pihak Penguji, Audit, dll. hanya sertifikasi dari Kominfo saja, Memakai Sistem Algoritma Otomatis, Suara untuk paslon 02 Otomatis harus diatas 50℅ terus, Makanya banyak kita temukan suara di TPS tiap Provinsi ditambah otomatis terutama paslon 02, kadang di gelembungkan 100 suara, kadang 700 suara, dan suara paslon 01 dan 03 dikurangi 10-50 suara. SI REKAP HARUS DI AUDIT FORENSIK. BIAR TERUJI.",1,2024-02-18 07:02:19,Negatif,,apk bintang 1 atau tidak netral server di singapura punya perusahaan china tidak ada sertifikasi dari pihak penguji audit dll hanya sertifikasi dari kominfo saja memakai sistem algoritma otomatis suara untuk paslon 02 otomatis harus diatas 50 terus makanya banyak kita temukan suara di tps tiap provinsi ditambah otomatis terutama paslon 02 kadang di gelembungkan 100 suara kadang 700 suara dan suara paslon 01 dan 03 dikurangi 1050 suara si rekap harus di audit forensik biar teruji,aplikasi bintang 1 atau tidak netral server di singapura punya perusahaan china tidak ada sertifikasi dari pihak penguji audit dll hanya sertifikasi dari kominfo saja memakai sistem algoritma otomatis suara untuk paslon 02 otomatis harus diatas 50 terus makanya banyak kita temukan suara di tps tiap provinsi ditambah otomatis terutama paslon 02 kadang di gelembungkan 100 suara kadang 700 suara dan suara paslon 01 dan 03 dikurangi 1050 suara si rekap harus di audit forensik biar teruji,aplikasi bintang 1 netral server singapura perusahaan china sertifikasi penguji audit dll sertifikasi kominfo memakai sistem algoritma otomatis suara paslon 02 otomatis diatas 50 temukan suara tps provinsi ditambah otomatis paslon 02 kadang gelembungkan 100 suara kadang 700 suara suara paslon 01 03 dikurangi 1050 suara si rekap audit forensik biar teruji,"['aplikasi', 'bintang', '1', 'netral', 'server', 'singapura', 'perusahaan', 'china', 'sertifikasi', 'penguji', 'audit', 'dll', 'sertifikasi', 'kominfo', 'memakai', 'sistem', 'algoritma', 'otomatis', 'suara', 'paslon', '02', 'otomatis', 'diatas', '50', 'temukan', 'suara', 'tps', 'provinsi', 'ditambah', 'otomatis', 'paslon', '02', 'kadang', 'gelembungkan', '100', 'suara', 'kadang', '700', 'suara', 'suara', 'paslon', '01', '03', 'dikurangi', '1050', 'suara', 'si', 'rekap', 'audit', 'forensik', 'biar', 'teruji']",aplikasi bintang 1 netral server singapura usaha china sertifikasi uji audit dll sertifikasi kominfo pakai sistem algoritma otomatis suara paslon 02 otomatis atas 50 temu suara tps provinsi tambah otomatis paslon 02 kadang gelembung 100 suara kadang 700 suara suara paslon 01 03 rang 1050 suara si rekap audit forensik biar uji
Padahal buat data pemilu tapi jelek banget ni aplikasi anj,1,2024-02-18 06:46:24,Negatif,,padahal buat data pemilu tapi jelek banget ni aplikasi anj,padahal untuk data pemilu tapi buruk banget ni aplikasi anj,data pemilu buruk banget ni aplikasi anj,"['data', 'pemilu', 'buruk', 'banget', 'ni', 'aplikasi', 'anj']",data milu buruk banget ni aplikasi anj
"Seandainya bisa ngasi 0 bintang ,gua ngasihnya 0 bintang",1,2024-02-18 06:41:53,Negatif,,seandainya bisa ngasi 0 bintang gua ngasihnya 0 bintang,seandainya bisa ngasi 0 bintang gua ngasihnya 0 bintang,seandainya ngasi 0 bintang gua ngasihnya 0 bintang,"['seandainya', 'ngasi', '0', 'bintang', 'gua', 'ngasihnya', '0', 'bintang']",anda ngasi 0 bintang gua ngasihnya 0 bintang
aplikasi setingan,1,2024-02-18 06:35:20,Negatif,,aplikasi setingan,aplikasi setingan,aplikasi setingan,"['aplikasi', 'setingan']",aplikasi ting
Tdk guna,1,2024-02-18 06:31:37,Negatif,,tdk guna,tidak guna,,[],
"Bukanya mempermudah, malah mempersulit. Belum bisa untuk dipakai untuk kapasitas banyak data.",1,2024-02-18 05:47:35,Negatif,,bukanya mempermudah malah mempersulit belum bisa untuk dipakai untuk kapasitas banyak data,bukanya mempermudah malah mempersulit belum bisa untuk dipakai untuk kapasitas banyak data,bukanya mempermudah mempersulit dipakai kapasitas data,"['bukanya', 'mempermudah', 'mempersulit', 'dipakai', 'kapasitas', 'data']",buka mudah sulit pakai kapasitas data
Aplikasinya jelek tidak berguna,1,2024-02-18 05:43:21,Negatif,,aplikasinya jelek tidak berguna,aplikasinya buruk tidak berguna,aplikasinya buruk berguna,"['aplikasinya', 'buruk', 'berguna']",aplikasi buruk guna
Terimakasih sudah menyusahkan🤡,1,2024-02-18 05:41:44,Negatif,,terimakasih sudah menyusahkan,terimakasih sudah menyusahkan,terimakasih menyusahkan,"['terimakasih', 'menyusahkan']",terimakasih susah
Seharusnya masyarakat disiapkan aplikasi untuk pemilihan suaranya. Dan masyarakat bisa mengawasi suaranya masing-masing.Sehingga tidak perlu ke TPS. Aplikasi ini kayaknya belum di ini coba.,1,2024-02-18 05:40:56,Negatif,,seharusnya masyarakat disiapkan aplikasi untuk pemilihan suaranya dan masyarakat bisa mengawasi suaranya masingmasingsehingga tidak perlu ke tps aplikasi ini kayaknya belum di ini coba,seharusnya masyarakat disiapkan aplikasi untuk pemilihan suaranya dan masyarakat bisa mengawasi suaranya masingmasingsehingga tidak perlu ke tps aplikasi ini kayaknya belum di ini coba,masyarakat disiapkan aplikasi pemilihan suaranya masyarakat mengawasi suaranya masingmasingsehingga tps aplikasi kayaknya coba,"['masyarakat', 'disiapkan', 'aplikasi', 'pemilihan', 'suaranya', 'masyarakat', 'mengawasi', 'suaranya', 'masingmasingsehingga', 'tps', 'aplikasi', 'kayaknya', 'coba']",masyarakat siap aplikasi pilih suara masyarakat awas suara masingmasingsehingga tps aplikasi kayak coba
Jelek sekali sumpah hahahahha,1,2024-02-18 05:40:29,Negatif,,jelek sekali sumpah hahahahha,buruk sekali sumpah hahahahha,buruk sumpah hahahahha,"['buruk', 'sumpah', 'hahahahha']",buruk sumpah hahahahha
Kepada seluruh pemangku jabatan dan kewenangan. Jika ingin menyesuaikan zaman dg mengadaptasi teknologi siapkan yg benar² bermutu. Jangan memilih vendor yg abal². Kami sebagai admin merasa dirugikan oleh KPU Krn menyita waktu dan tenaga. Terlebih pergantian pulsa di RAB sbg admin sirekap hanya 50k. Ga sebanding dg effort yg kami keluarkan di TKP.,1,2024-02-18 05:37:16,Negatif,,kepada seluruh pemangku jabatan dan kewenangan jika ingin menyesuaikan zaman dg mengadaptasi teknologi siapkan yg benar bermutu jangan memilih vendor yg abal kami sebagai admin merasa dirugikan oleh kpu krn menyita waktu dan tenaga terlebih pergantian pulsa di rab sbg admin sirekap hanya 50k ga sebanding dg effort yg kami keluarkan di tkp,kepada seluruh pemangku jabatan dan kewenangan jika ingin menyesuaikan zaman dg mengadaptasi teknologi siapkan yang benar bermutu jangan memilih vendor yang abal kami sebagai admin merasa dirugikan oleh kpu krn menyita waktu dan tenaga terlebih pergantian pulsa di rab sbg admin sirekap hanya 50k tidak sebanding dg effort yang kami keluarkan di tkp,pemangku jabatan kewenangan menyesuaikan zaman dg mengadaptasi teknologi siapkan bermutu memilih vendor abal admin dirugikan kpu krn menyita tenaga pergantian pulsa rab sbg admin sirekap 50k sebanding dg effort keluarkan tkp,"['pemangku', 'jabatan', 'kewenangan', 'menyesuaikan', 'zaman', 'dg', 'mengadaptasi', 'teknologi', 'siapkan', 'bermutu', 'memilih', 'vendor', 'abal', 'admin', 'dirugikan', 'kpu', 'krn', 'menyita', 'tenaga', 'pergantian', 'pulsa', 'rab', 'sbg', 'admin', 'sirekap', '50k', 'sebanding', 'dg', 'effort', 'keluarkan', 'tkp']",mang jabat wenang sesuai zaman dg adaptasi teknologi siap mutu pilih vendor abal admin rugi kpu krn sita tenaga ganti pulsa rab sbg admin sirekap 50k banding dg effort keluar tkp
