content,score,at,label
"Menyusahkan, kurang 3 lembar nunggu verifikasi dr hari H sampek skrg aja ga kunjung ada notif",2,2024-02-16T08:17:36,Negatif
Aplikasi Ga guna...,1,2024-02-16T08:17:30,Negatif
Sulit digunakan,1,2024-02-16T08:11:06,Negatif
"Aplikasi tidak berguna, hanya menyusahkan saja",1,2024-02-16T08:08:12,Negatif
G bisa membuka,3,2024-02-16T08:07:00,Negatif
Mantapp,5,2024-02-16T08:02:49,Positif
Belum dicoba,4,2024-02-16T08:02:20,Netral
KONTTOLLL,1,2024-02-16T08:01:15,Negatif
"KPU kerja 5 tahun sekali tapi aplikasi Sirekap mencerminkan kualitas seperti aplikasi yang dibuat dengan deadline 1 minggu. Jadi gini cara digitalisasi pemilu? Yang bener aja, RUGI DONG! 😅",1,2024-02-16T07:58:33,Negatif
Cheat,1,2024-02-16T07:57:36,Negatif
"Deskripsinya ""Alat bantu rekapitilasi"",nyatanya malah ALAT BANTU MEMPERSULIT REKAPITULASI.! Sekelas negara kok ngonoooo",1,2024-02-16T07:57:28,Negatif
Aplikasi bagus,5,2024-02-16T07:55:16,Positif
Programmer nya aneh,1,2024-02-16T07:53:09,Negatif
Buruk,1,2024-02-16T07:52:12,Negatif
Aplikasi sialan.belum daftar udah disuruh masuk.🤣🤣🤣,1,2024-02-16T07:50:32,Negatif
Maaf ini ciptaan Sengkuni ya? Benar?,1,2024-02-16T07:45:06,Negatif
JANGAN LADENIN HATRES PRABOWO GIBRAN YG JADI PRESIDEN 😋✌️😝🔥,5,2024-02-16T07:42:47,Negatif
"Diupgrade apknya malah hilang datanya ,padahal sudah foto semua C hasil ,tolong diperbaiki sistemnya 🙏",3,2024-02-16T07:42:39,Negatif
"Pemilu sudah selesai, tugas sirekap sampai tanggal 16 jam 14:35 masih menunggu dan belum selesai",1,2024-02-16T07:37:07,Negatif
Aplikasi BUOSOKKK,1,2024-02-16T07:35:51,Negatif
Kalo belom siap buat bikin aplikasi tuh g usah dilaunchingin.aplikasi sekelas national kok g layak buat digunain upload gambar aj mental² terus mana dh diuber² buat kerjain. tapi giliran bisa hasil yg kebaca sama difoto beda aj pakai jauh.😭😭😭,1,2024-02-16T07:34:40,Negatif
sangat buruk untuk sekelas aplikasi pemerintahan,1,2024-02-16T07:34:38,Negatif
"Vendornya janji manis, di Tps gw gak kepake, keseringan error, vendornya enak perutnya dah kenyang",1,2024-02-16T07:33:21,Negatif
"Aplikasi jelek,,",1,2024-02-16T07:31:28,Negatif
Harus anggota KPPS? Masyarakat biasa tidak bisa akses? Mana menu daftar kok gak ada. Mau transparan bagaimana?,1,2024-02-16T07:25:48,Negatif
Sampai sekarang masih memproses belum terverifikasi :),1,2024-02-16T07:23:05,Negatif
KPU GBLK!!,1,2024-02-16T07:17:08,Negatif
Bagus sekali....aplikasi terbaik,1,2024-02-16T07:16:48,Negatif
Josss,5,2024-02-16T07:16:34,Positif
aplikasi yang tidak jujur dan adil,1,2024-02-16T07:15:50,Negatif
Aplikasi belum layak di pakai .masih butuh perbaikan dan penelitian yg lebih matang,1,2024-02-16T07:12:21,Negatif
server eror pak tpi udh bagus bsa mengecek luar daerah dan luar provinsi dst tgl atasi servernya diperbagus dan lebih diamankan...,4,2024-02-16T07:12:19,Negatif
aplikasi nya ampas pak,1,2024-02-16T07:08:32,Negatif
"Hidup sudah susah, malah ketambahan ketemu aplikasi ini.. Kerjaan malah tambah susah",1,2024-02-16T07:08:22,Negatif
Aplikasi pembuat gaduh...,1,2024-02-16T07:05:53,Negatif
"MOHON PIHAK SIREKAP BISA MEMBANTU DENGAN CARA MEMBUAT MODE UNGGAH PADA HASIL PENGAAMBILAN POTO FORM C,KARENA SAAT INI SAJA MASI BANYAK YG TERKENDALA PADA APLIKASI SIREKAP,KARENA BANYAK SEKALI MASALAH YG DITERIMA KPPS DILAPANGAN,ADA YG GA SEMPAT SCAN HASIL FORM C,ADA YG BERMASALAH LAH ,TETAPI KAMI KPPS ADA JUGA NYA KAMI BUAT PENINGGALANYA MENGGUNAKAN KAMERA PAK,UNTUK ITU MOHON DIBUAT AJ ATAU TAMBAHKAN MODE UNGGAH PADA PENGAMBILAN POTO FORM C (DETAIL PEMILIHAN PADA APLIKASI SIREKAP)🙏",4,2024-02-16T07:01:18,Negatif
"Aplikasi buruk sekali, banyak manipulasi di dalamx",1,2024-02-16T07:01:09,Negatif
kpu tidak netral banyak kecurangan,1,2024-02-16T06:58:28,Negatif
"Sudah capek2 ngrjain si rekap berhasil semua terkirim ke server nya, eh pas di cek di informasi hitung kpu datanya belum muncul. Tapi yg ngerjain manual ngirim pdf data nya udah muncul. Ini sebeberya data sirekap sinkron gak dengan kpu?",1,2024-02-16T06:56:13,Negatif
Jelek ga bisa dibuka,1,2024-02-16T06:50:28,Negatif
Bagus,5,2024-02-16T06:48:39,Positif
"Harusnya apk ini dibuat untuk memudahkan bukannya untuk mempersulit bahkan h + setelah pemilu aja masih harus ngerjain ginian karna server down, jujur malah jadinya menghambat, klo mau ya dipersiapkan dengan baik di evaluasi lgi.",1,2024-02-16T06:48:31,
"kasian kpps, udah pusing masih aja dipersulit apk ini. parah",1,2024-02-16T06:48:04,
Mempersulit. Aplikasi nya terburu2 bgt dibuat untuk digunakan nyatanya jdi down server nya. Mana kamera nya gk bisa di fokuskan jdi ngeblur trus,1,2024-02-16T06:46:00,
ribet bgt sumpah ada ni aplikasi,1,2024-02-16T06:45:13,Negatif
Buruk.. developer masih abal abal alias amatiran.. masa hanya input data saja malah di pakai buat bansos suara sebanyak2nya terutama kepada bansos suara kepada pihak pemerintah..,1,2024-02-16T06:44:14,Negatif
Udah tau jadi kpps tuh cape sampe banyak yang meninggal eh datang apk sekelas nasional yang belum layak di gunakan malah jadi tambah ruwet,1,2024-02-16T06:43:33,Negatif
Banyak kelemahannya,1,2024-02-16T06:42:45,Negatif
Palikasinya menukkan suiapa yang mau di menangakan presiden,1,2024-02-16T06:42:22,Negatif
Sangat tidak membantu,1,2024-02-16T06:39:02,Negatif
"Astagfirullah, Aplikasinya 🤷, ampun, Aplikasinya asal jadi.. Entah berapa Budget yang dikeluarkan untuk aplikasi ini... Aslin prah",1,2024-02-16T06:37:21,Negatif
pada saat pelaksanaan aplikasi loading nya luar biasa tp data sudah terfoto & sebagian sudah terverifikasi malah yg presiden sdh terkunci karna ada bbrpa kendala d suruh update ke versi 2.48 stlh d update data hilang semua...😓😡,1,2024-02-16T06:35:38,Negatif
Apk ngaco yg di input bisa berubah,1,2024-02-16T06:35:25,Negatif
MEMPERSULITTTT,1,2024-02-16T06:33:12,Negatif
Bermasalah,1,2024-02-16T06:32:49,Negatif
JELEK BANGETT APLIKASI NYA KAYA MONYET! GA BERGUNA BIKIN SUSAH MEMPERSULIT HIDUP!,1,2024-02-16T06:29:42,Negatif
Aplikasi sirekap bermasalah,1,2024-02-16T06:29:41,Negatif
Ok,5,2024-02-16T06:26:14,Netr
Kurang bagus.,1,2024-02-16T06:25:02,Negatif
Aplikasi sampah. Malah mempersulit jalannya pemilu,1,2024-02-16T06:22:23,Negatif
"Sirekap malah mempersulit petugas KPPS, perhitungan sudah selesai tapi sirekap masih proses terus dari malam ke siang dan hasilnya pun gagal😪",1,2024-02-16T06:21:47,Negatif
Aplikasi terbaik di awal tahun 2024,1,2024-02-16T06:20:37,Negatif
Pertanggung jawaban itu dunia akhirat,1,2024-02-16T06:20:14,Negatif
"Aplikasi gak guna. Alesan nya salah tulis. Salah tulis kok banyak, dan yg di glembungkan hanya capres 02. Terus 02 gak bisa di edit, 01 dan 03 suara nya bisa di edit. Fcx lah u",1,2024-02-16T06:20:05,Negatif
"Di mohon kedepannya lakukan persiapan yang benar² matang sebelum aplikasinya di gunakan, lakukan pengujian sebelum aplikasinya di publis, jangan ketika akan digunakan baru juga akan diuji pada saat itu",1,2024-02-16T06:15:28,Negatif
APLIKASI DIPERUNTUKAN UNTUK PENGUASA BUKAN UNTUK MEMPERMUDAH KERJA KPPS...KECEWA,1,2024-02-16T06:13:51,Negatif
semoga lebih baik lagi,3,2024-02-16T06:12:14,Negatif
Malah bikin anggota kpps nmbah nambah mumet,1,2024-02-16T06:11:16,Negatif
Mempersulit. Membuat kerjaan jadi nambah namun tidak ada gunanya,1,2024-02-16T06:10:47,Negatif
APK Tai,1,2024-02-16T06:10:10,Negatif
Sangat tidak berguna,1,2024-02-16T06:09:54,Negatif
"Wajar mungkin saya sebut aplikasi ini, aplikasi si mark up.. 🤣 Bagaimana tidak, petugas KPPS yg bertugas input data di aplikasi ini tidak diberikan HAK 100% jujur dalam pemilu 2024 ini. Input data di C-HASIL PPWP (presiden), semua petugas KPPS tidak diberikan hak mengedit kesalahan scan aplikasi. Tidak seperti DPD, DPR & DPRD, kami bisa melakukannya. Pokonya kepercayaan saya kepada KPU.. All hasil sekarang viral aplikasi sirekap yg di buat KPU ini bobrok.",1,2024-02-16T06:09:25,Negatif
Saya ingin masuk,4,2024-02-16T06:08:27,Negatif
"Apl abal abal super jelek tidak bisa masuk,, ko bisa digelembungkan suara om? Hapus dari play stor malu maluin",1,2024-02-16T06:08:12,Negatif
Bagus,5,2024-02-16T06:08:00,Positif
"Aplikasi belum siap dipakai, butuh peningkatan....",1,2024-02-16T06:07:42,Negatif
KPU 2024 tolol memalukan anggaran 24 triliun harus dipidanakan,1,2024-02-16T06:07:29,Negatif
Bagaimana jika lupa password?,2,2024-02-16T06:01:13,Negatif
"Aplikasi ga guna, curang.",1,2024-02-16T06:01:03,Negatif
Apl dibuat untuk mempermudah ohhh tidak ini mempersulit,1,2024-02-16T06:00:24,Negatif
dosa kau.,1,2024-02-16T05:59:01,Negatif
Tidak bisa digunakan aplikasi kurang suport untuk pemilu 2024,1,2024-02-16T05:57:45,Negatif
Aplikasi konyol,1,2024-02-16T05:56:54,Negatif
"Aplikasi busuk, berbagai cara di halalkan tidak lupa masih ada penghakiman akhirat, selamat bersenang senang dengan kegaduhan",1,2024-02-16T05:54:00,Negatif
"Gak usah nyalahin anggota kpps, jelas jelas aplikasinya yg eror, kemaren saya foto juga melenceng terus hasilnya gk sama dengan c hasil yg aslinya, sudah beberapa kali foto juga masih melenceng terus",1,2024-02-16T05:52:02,Negatif
"Apk ini tdk sesuai harapan ketika di hari H down,,,,,,,,",1,2024-02-16T05:50:47,Negatif
"Aplikasi ga bisa dibuka, mungkin sedang lelah....",1,2024-02-16T05:46:50,Negatif
Apk Jelek. Banyak Bug-nya.,1,2024-02-16T05:43:27,Negatif
"Pakek APK sebenarnya bisa sangat membantu proses pemilu. CUMA APK ini bukannya memudahkan malah mempersulit, apk sering nge lag, banyak yang gk bisa log in, proses upload, kirim, dan kunci data kalo online super luamaaaaaaa pol",1,2024-02-16T05:43:25,Negatif
Aplikasinya banyak eror,1,2024-02-16T05:43:05,Negatif
aplikasi 👎👎👎,1,2024-02-16T05:42:52,Negatif
"bukannya mempermudah/mempercepat malah bikin lama kpps aja, mending untuk pemilu kedepan ga usah pakai aplikasi seperti ini lagi karena malah membuat repot.",1,2024-02-16T05:34:55,Negatif
Bagus,5,2024-02-16T05:31:13,Positif
"Aplikasi gak jelasss nambah beban, baca Data gak bener buat repot aja.... Minimal tes dulu prototipe nya baru di sebarkan",1,2024-02-16T05:30:49,Negatif
Si Rekap Aplikasi Ini Hebat Bisa Menggellembungkan Suara Paslon Tertentu Sesuai Keinginan.,1,2024-02-16T05:27:46,Negatif
Bukannya mempercepat malah menghambat. Tidak semua tempat di Indonesia mudah mendapatkan signal. Kalau seperti ini namanya bukan pesta rakyat tapi menyulitkan rakyat.,1,2024-02-16T05:26:14,Negatif
Bosook,1,2024-02-16T05:24:01,Negatif
Tulisan angka sudah pas.. Tapi terbaca salah.. Tolong di perbaiki untuk pengambilan gambarnya.. Kinerja buruk.. Bukan mempercepat malah memperlambat pekarjaan..,1,2024-02-16T05:22:36,Negatif
"develover paling bodoh sedunia dan lembaga paling korupsi, masa sirekap 1 dan sirekap 2, datanya tidak singkron.... ngabisin anggaran aja, tidak ada perubahan sejak 5 tahun yang lalu, kami sebagai bangsa indonesia merasa dirugikan oleh develover Aplikasi ini, karena uang negara di habiskan untuk biaya aplikasi ini.",1,2024-02-16T05:20:07,Negatif
"Kurang anggaran atau gimana sih bikin aplikasi kog kayak gini, banyak sekali kendala, Kasihan para pengguna aplikasi sirekap",1,2024-02-16T05:13:01,Negatif
Mempersulit pekerjaan KPPS 👀,1,2024-02-16T05:10:49,Negatif
Sirekap apa Simarkup?,1,2024-02-16T05:05:47,Negatif
Sangat buruk-buruk sekali.. Semakin di update semakin buruk,1,2024-02-16T05:01:41,Negatif
"Kenapa si kalo update tidak ada pemberitahuan mna ditgl 13 nya. Aku masih versi 2.41, buat up dokumen susah loading muter2 , ditunggu gak up2.",1,2024-02-16T04:55:29,Negatif
SIREKAP 2024.SANGATLAH PENTING SEKALI.,5,2024-02-16T04:50:24,Positif
"Apk yg seharusnya tidak dipakai,, sebelum dipakai seharusnya ada uji coba dulu layak nggak,,, ruweeeet puoool",1,2024-02-16T04:47:15,Negatif
Saran untuk developernya mohon ditingkatkan untuk kecepatan proses verifikasi hasil unggah gambar dan untuk notifikasi gagal proses mohon diberikan notifikasi getar berkala agar bisa memudahkan usernya untuk memperbaiki unggahan jadi tidak menunggu terlalu lama.,3,2024-02-16T04:46:45,Netral
"Sirekap kpu hanya untuk melakukan kecurangan pilpres 2024 dengan cara menggelembungkan suara 02 dan memangkas bahkan menghilangkan suara 01 dan 03, ingat asyari botak dan ketua bawaslu kalian akan diadili kelak diakhirat",1,2024-02-16T04:46:32,Negatif
Curang.,1,2024-02-16T04:43:39,Negatif
"Gak ada pra kalkulasi jumlah, kalau jumlah gak sengaja gejlog dan masuk ke server kpu, mereka di pastikan pusing nyari kutu 😂",1,2024-02-16T04:43:07,Negatif
"Terlalu banya bug, susah login, teks tidak terbaca, unggah gambar susah. Sekelas aplikasi nasional tapi belum siap digunakan, malah menambah beban KPPS",1,2024-02-16T04:42:07,Negatif
"Cuma 1 kata ""Menyusahkan""",1,2024-02-16T04:37:32,Negatif
"Aplikasi jelek, server nya ga kuat buat proses",1,2024-02-16T04:35:57,Negatif
"ruwet, mempersulit anggota kpps, seharusnya sudah slesai dari tengah malam nunggu up di apk in jadi pulang subuh dah smpe tgl 15,16 pun blom juga bisa,ulang fto trus,pdhl kualitas gamabar sudah baguss,smga pemilu tahun depan jika mnggunakan apk lagi tlong apknya yang benar² membantu para anggota kpps khusus bagian sirekap",1,2024-02-16T04:35:03,Negatif
Sangat membantu🤡tapi membantu nambahi otak jadi pusing,5,2024-02-16T04:33:56,Negatif
Tidak falid,1,2024-02-16T04:33:08,Negatif
"Sangat² trouble system. Server Belum siap, di hari H sangat down dan tdk bsa beroperasi. Sesi habis sebelum 1 menit sdh auto logout. So bd",1,2024-02-16T04:33:06,Negatif
"Kyk orang lagi belajar develop, padahal aplikasi negara. Kacau!!!",1,2024-02-16T04:32:38,Negatif
amburadul ga profesional,1,2024-02-16T04:31:26,Negatif
"Aplikasinya banyak eror, gak bisa di edit untuk menyesuaikan di planonya, jangan salahkan TPS kalau ada kesalahan input, karena banyak bug di aplikasi ini",1,2024-02-16T04:31:20,Negatif
Bikin Ngebleg HP dan Otak,1,2024-02-16T04:30:45,Negatif
Aplikasi masih banyak cacat,1,2024-02-16T04:29:03,Negatif
"Jelek, udahlah ini!",1,2024-02-16T04:28:02,Negatif
Semakin ok kpu sekarang,5,2024-02-16T04:24:43,Positif
Belum siap edar,1,2024-02-16T04:22:31,Negatif
Aplikasi dan server blm ready sdh diluncurkan.... Akhirnya begini...,1,2024-02-16T04:20:37,Negatif
Parah ...,1,2024-02-16T04:19:54,Negatif
Masih gampang. Bisa ditambah ruwet dan sulit lagi?,1,2024-02-16T04:15:07,Negatif
Aplikasi bodoh,1,2024-02-16T04:14:47,Negatif
"Nek ora niat gawe aplikasi esok maneng ora usah gawe Pak, ngakeh akehi anggaran tok",1,2024-02-16T04:13:56,Negatif
"Wkwkwkw...aplikasi negeri konoha lawak ,yang ada susah kerjaan lambat makin sulit !!! 🤣🤣😂",1,2024-02-16T04:09:26,Negatif
tanggung jawab dunia akhirat jika kalian terbukti melakukan kecurangan pemilu,1,2024-02-16T04:07:26,Negatif
Gk jelas,1,2024-02-16T04:03:44,Negatif
Aplikasi berpihak,1,2024-02-16T03:58:38,Negatif
"berapa anggaran untuk aplikasi sirekap? sangat mengecewakan, lain kali pakai google form aja kalau pemilu. harusnya sudah selesai dari kemarin lusa malah bikin nambah pekerjaan.",1,2024-02-16T03:55:18,Negatif
apk belum layak di gunakan,1,2024-02-16T03:53:02,Negatif
Aplikasi siluman yg bikinnya iblis ....,1,2024-02-16T03:51:27,Negatif
Kacau. Capek² bimtek sirekap nayatnya gak bisa dipakai..,1,2024-02-16T03:50:31,Negatif
Butuh patner pengembangan aplikasi yang gk buang buang anggaran?,1,2024-02-16T03:45:03,Negatif
"Benerin dulu aplikasinya biar server ga down saat digunakan banyak orang, kalo gabisa yaudah gausah pake ginian, pake gdrive aja, sirekap nyusahin kpps!!",1,2024-02-16T03:44:59,Negatif
"Aplikasi tidak layak pakai, bukan mempercepat kerja kami sebagai kpps tapi malah memperlama, bikin capek aja setiap hari harus ngurus sirekap 😪, kalo aplikasi belum siap pakai gak usah di launching dulu",1,2024-02-16T03:39:25,Negatif
masih banyak yg harus diperbaiki,1,2024-02-16T03:39:09,Negatif
bikin cape aja,1,2024-02-16T03:36:08,Negatif
Semoga beruntung,5,2024-02-16T03:30:21,Positif
Apk broken .. hanya menghambat saat penhitungan,1,2024-02-16T03:24:30,Negatif
"Sejauh ini, ini yang paling jauh 🤣",1,2024-02-16T03:21:27,Negatif
Semoga amanah,1,2024-02-16T03:13:39,Negatif
"Di zaman seperti ini, kok masih ada Aplikasi lelet ruet bgni.",1,2024-02-16T03:10:31,Negatif
"2020 udah gagal tahun ini diulang lagi, gagal lagi. ini project siapa sihhh sampe dipaksakan? developer aman kah manieeest??? hahaha aplikasinya ""stunting""",1,2024-02-16T03:08:18,Negatif
Aplikasi nya lama memproses gambar klau kita foto secara online....harus nya bisa di perbaiki masalah ini secepat nya..,2,2024-02-16T03:03:50,Negatif
"Bintang 1 dlu untuk versi 2.41, banyak bug diversi sebelumnya Bintang 0 dlu untuk versi 2.48, banyak bug poool",1,2024-02-16T03:02:52,Negatif
Aplikasi sadu,1,2024-02-16T03:00:21,Negatif
"Aplikasinya jelek jadi kaga habis"" soal foto 😭",1,2024-02-16T02:57:18,Negatif
Gak layak,1,2024-02-16T02:51:47,Negatif
APLIKASI SAMPAH. HARI H GAK BISA DIPAKE,1,2024-02-16T02:51:41,Negatif
Buat apa ada aplikasi kalu ga bisa di gunakan,1,2024-02-16T02:49:15,Negatif
Dengan adanya alflikasi ini masyarakat dapat dengan mudah meakses perhitungan suara pemilu di KPU ini.,4,2024-02-16T02:41:21,Positif
aplikasi yg mempersulit tugas kpps,1,2024-02-16T02:40:19,Negatif
"Ini yang buat aplikasi sekelas anak smk apa gimana sih?? Nggak di pikirin mateng"" dulu sebelum di pake .setelah selesai masih ada update Kalo emang belum siap gausah di pake malah nyusahin jadinya",1,2024-02-16T02:34:38,Negatif
Harus masih banyak perbaikan,2,2024-02-16T02:33:30,Negatif
Maaf saya blm begitu puas dengan siRekap ini Tolong di perbaiki lagi Ada anak Indonesia yang pintar seperti putra aji Adhari itu yg dulu membobol situs nasa Tolong di bina dan d perbantukan untuk memonitoring aplikasi siRekap buat pemerintah lebih bagus Semoga kedepannya Indonesia mempunyai aplikasi pintar lainya,1,2024-02-16T02:30:48,Negatif
Data yang saya masukan tidak dapat di kunci dan buat documen setelah di tekan tombol kunci & buat dockumen Terdapat error. Mohon solusi nya.,2,2024-02-16T02:27:39,Negatif
"Sebagai admin siRekap saya benar² kecewa dengan aplikasi bodoh ini. Kalau ada proyek membuat sistem tolong dimaksimalkan, jangan semua² di Mark up. KPU bang ""siRekap hanya alat bantu"", ini bukan alat bantu, tapi alat repot.",1,2024-02-16T02:22:02,Negatif
Aplikasi penuh dengan kecurangan 😀,1,2024-02-16T02:21:02,Negatif
Nggk bisa d buka😏,1,2024-02-16T02:19:19,Negatif
Aplikasi penipu,1,2024-02-16T02:18:50,Negatif
Bagus bagus bagus bagus bagus. Saya kasih bintang 5. Serrr.....🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,5,2024-02-16T02:16:09,Positif
Hari H = menyulitkan.,1,2024-02-16T02:15:55,Negatif
Aplikasi tipu -tipu..gak guna malah menguntungkan Paslon 02...,1,2024-02-16T02:13:17,Negatif
Banyak bgt c1 ga sesuai di inputnya.. Mungkinkah curang?,1,2024-02-16T02:12:42,Negatif
Dengan segala hormat kepada pemangku kebijakan mohon difikirkan dan pertimbangkan kondisi dilapangan. Jangan memaksakan sesuatu yang infrastruktur pendukungnya tidak ada !!,2,2024-02-16T02:12:27,Negatif
"Foto mendeteksi kotak kuning, tapi angkanya berantakan. DPT 225 mosok munculnya total suara 400. Kan terkesan kalo aplikasi ini mudah dibobol. Diss.",1,2024-02-16T02:12:00,Negatif
Yang benar saja ini aplikasi kelasnya negeri tapi rasanya ecek ecek bener. Banyak sekali kelemahan-kelemahan terutama di kamera. Mau kamera 10000Mp pun saat foto terasa burik dan selalu disuruh ngulang foto lagi. !!! Lebih baik gak usah pakai aplikasi ini.,1,2024-02-16T02:08:34,Negatif
Aplikasi yg luar biasa bagus untuk melatih kesabaran serta belajar menahan emosi.,1,2024-02-16T02:06:38,Negatif
"Sekiranya belum siap ini aplikasi, jangan dulu dipakai, apalagi buat even sebesar pemilu yang menentukan nasib sebuah bangsa",1,2024-02-16T02:04:17,Negatif
aplikasi apaan...... login gak jelas... gak layak untuk umum.... uninstal lagi aja ....,1,2024-02-16T02:02:18,Negatif
