content,score,at,label,Unnamed: 0
Sipinter aplikasi sampah blm mateng udh dirilis,1,2024-02-19 18:41:37,Negatif,
"aplikasi busuk, nyusahin orang aja",1,2024-02-19 17:50:57,Negatif,
Curang,1,2024-02-19 17:43:35,Negatif,
Sangat jelek!!!,1,2024-02-19 17:16:08,Negatif,
Setelah di instal tidak dapat bekerja Apk untuk dibuka,1,2024-02-19 17:10:29,Negatif,
Lemot,3,2024-02-19 17:03:39,Netral,
Payah. Kalo belum siap pake aplikasi. Se engganya jangan d wajib kan pake online. . Bikin pusing ajj,1,2024-02-19 16:56:54,Negatif,
SANGAT MEMBANTU KPPS!,1,2024-02-19 16:08:33,Negatif,
TUTOR BUAT APLIKASI DONG PUHH,1,2024-02-19 16:05:48,Negatif,
Saat buruk,1,2024-02-19 15:50:46,Negatif,
Unggah berkas pdf ppwp gagal terus. Udah 3 hari ngga ada perubahan sama sekali.,2,2024-02-19 15:49:37,Negatif,
Aplikasi gagal,1,2024-02-19 15:46:20,Negatif,
"Aplikasinya selalu down dan log out sendiri,ini memperlama kerja kpps",1,2024-02-19 15:16:29,Negatif,
"Ga tau lagi ini aplikasinya yang eror apa gimana. Udah foto berkali kali tapi masih ada aja gambar yang gagal di upload padahal udah ada 4 marker. Giliran sudah terverifikasi tinggal buat pdf malah aplikasi loading terus sampai berhari hari. Malah menjadi beban pikiran karena pekerjaan tk kunjung selesai, bukanya selesai sehari malah hampir seminggu tidak selesai hanya karena sirekap",1,2024-02-19 15:06:50,Negatif,
"please benerin post processing untuk foto c hasil nya, saya temui di beberapa hp hasil foto jadi burik (pixleated) padahal reso sama 1000x1700 an.. tapi kok di saya hasil nya jadi kaya burik bgt yah.. terus bug nya di beberapa hp .. circle bar nya muter terus saat kunci dokumen.. hadeh.. saran jg nih.. crud nya tolong di terapin.. gaada edit ama hapus loh di opsi tambahkan saksi, pps dan panwas.. ini gimana sih wkwk.. tambah lah.. kita semua manusia kadang juga bisa salah input dan perlu edit",1,2024-02-19 15:03:00,Negatif,
"Aplikasi gagal, bukannya memudahkan malah menyusahkan",1,2024-02-19 14:49:18,Negatif,
kok begini ..yah jelek banget.....,1,2024-02-19 14:43:09,Negatif,
Minta dilakukan audit untuk memastikan tdk ada manipulasi data,1,2024-02-19 14:39:54,Negatif,
Gak bisa matuk,1,2024-02-19 14:38:04,Negatif,
"Ini gmn c br download pas buka lgsg suruh masuk user name/email bukan nya daftar dl, tp gda arahan atau tulisan daftar jd gbs d pakai buang2 kuota aj",2,2024-02-19 14:16:41,Negatif,
Bagus banget,1,2024-02-19 13:57:55,Negatif,
"Yg buat apk ini pembawa sial, gila gangguan terosss kocakkk😠 wkwk, rumor ada kcurangan apk sirekap ini.",4,2024-02-19 13:54:21,Positif,
Tidak ada keterangan untuk daftar jadi gak bisa masuk 😔,1,2024-02-19 13:50:19,Negatif,
"Aplikasi yang sangat buruk untuk tingkat nasional dengan anggaran yang tidak transparan. Bukannya membantu, malah menyusahkan.",1,2024-02-19 13:47:00,Negatif,
"Aplikasi eror data tidak sesuai di tps, data c1 dengan data rekap tidak sama!!!",1,2024-02-19 13:43:42,Negatif,
Aplikasi sampah... Terlalu memaksa untuk hal yang sangat krusial dalam proses demokrasi Indonesia.,1,2024-02-19 13:40:30,Negatif,
"mohon di perbaiki untuk sistemnya, agar tidak down",5,2024-02-19 13:39:01,Positif,
"Aplikasi Manipulasi Data, Bikin Gaduh,",3,2024-02-19 13:36:13,Netral,
"banyak bug, tidak sesuai hasil pengesahannya",1,2024-02-19 13:35:58,Negatif,
Sirekap keknya belum cocok untuk diandalkan dalam pemilu soalnya banyak Bug,1,2024-02-19 13:34:44,Negatif,
Aplikasi siluman..cukup 1 bintang..atau tidak samasekali.,1,2024-02-19 13:33:20,Negatif,
Algoritma untuk perhitungan suara menguntungkan paslon 02. Tidak Jujur dan Tidak Adil.,1,2024-02-19 13:32:56,Negatif,
"Kualitas gambar kurang baik, pakai kamera biasa gambar jernih tapi pakai sirekap gambar buram. Tolong di tingkatkan kualitas gambarnya",3,2024-02-19 13:26:01,Netral,
di suruh update pas sudah update tidak ada perubahan fitur yang bener aja nambah kerjaan,1,2024-02-19 13:19:23,Negatif,
Buruk,1,2024-02-19 13:17:58,Negatif,
"Buat pengalaman saya kalo apk nya sering ada bug mohon segera di perbaiki saya anggota kpps sirekap seperti saya seolah olah yang di salahkan ntah foto yang belum terkirim"" dan gagal submit dan ketua saya selalu menyalahkan saya entah kerja tidak beres ntah maupun di kata katain ga becus tolong buat apk ini di kondisikan ketua saya nga ada otak soalnya cuman bisa nyalah in orang kalo yang di salah in saya padahal kendala di apk saya bisa apa ?",1,2024-02-19 13:07:27,Negatif,
Aplikasi lemot 🤣,1,2024-02-19 12:55:51,Negatif,
Aplikasi busuk kalah sama aplikasi zeus,1,2024-02-19 12:55:48,Negatif,
"Aplikasi gagal yang membuat kerjaan nambah bukannya mempermudah, banyak bug dan eror yang seharusnya bisa di antisipasi.",1,2024-02-19 12:49:10,Negatif,
sangat membantu,5,2024-02-19 12:35:38,Positif,
Mempersulit pemilu,1,2024-02-19 12:26:05,Negatif,
Buruk apk gagal,1,2024-02-19 12:22:17,Negatif,
Aplikasi nyusahin,1,2024-02-19 12:14:51,Negatif,
Aplikasi gagal,1,2024-02-19 12:03:39,Negatif,
Menyusahkan meresahkan,1,2024-02-19 12:02:03,Negatif,
"Seharusnya aplikasi mempermudah kpps dalam proses rekap, tetapi saat hari H justru menambah tugas kpps dalam input data. Foto yg tidak bisa fokus sedangkan diminta foto kualitas bagus, pengambilan gambar lama, verifikasi gambar lama, akun sirekap 1 dan 2 tidak bisa saling terhubung langsung, dan foto harus realtime. Mohon kedepannya dievaluasi kesiapan aplikasi sebelum digunakan sebelum diakses oleh kpps. MOHON JIKA APLIKASI BELUM BENAR2 SIAP, TIDAK PERLU DIGUNAKAN 🙏",2,2024-02-19 11:45:40,Negatif,
Menyusahkan KPPS,1,2024-02-19 11:23:33,Negatif,
"Aplikasi belum bisa bekerja maksimal, terlalu banyak membuang waktu dlm penggunaannya",1,2024-02-19 11:21:47,Negatif,
Semoga dgn adanya aplikasinya ini biaa meminimalisir bentuk2 kecurangan pemilu. Dan penyelenggaranya amanah. Akan tetapi kesini2nya susah diakses utk update data suara,2,2024-02-19 11:18:32,Negatif,
Gak bisa ngitung gak usah bikin aplikasi.. bikin emosi aja,1,2024-02-19 11:13:36,Negatif,
Aplikasi tidak berguna,1,2024-02-19 11:12:45,Negatif,
Saya sudah mode offline Ada gak pihak deplover yg bikin aplikasi ini Nyusahin Gue udah kunci dan logout nyoba masuk pake akun lain Pas masuk susah nya minta ampun dan gak bisa masuk pake akun sebelum nya kalau belum siap jangan bikin aplikasi udah makan uang negara nyusahin orang lagi mana da no hp nya gak mau tak tanyain buruan jawab pea,1,2024-02-19 10:54:01,Negatif,
Aplikasi macam taaik ngga bisa dibuka pun. Aplikasi sampah,1,2024-02-19 10:44:42,Negatif,
"Aplikasi sering ngcrush , dan cara penggunaannya kurang Simple , dan lebih parah lagi engga bisa digunain , sampah , ini kan khusus untuk foto ch hasil masa yang kebuka kamera ultra widenya sih , kebanyakan ambil untung dari pada buat apk yang berguna",1,2024-02-19 10:27:31,Negatif,
Satu kata buat apk ini . BUSUUUKKK ....,1,2024-02-19 10:23:39,Negatif,
Asem,1,2024-02-19 10:00:54,Negatif,
Aplikasi gak jelas gak bisa diakses,1,2024-02-19 09:46:59,Negatif,
"Aplikasi yang terkesan sangat di paksakan tampa ada persiapan yang matang, hanya menanmbah pusing dan membuat gaduh seluruh rakyat indonesia.",1,2024-02-19 09:24:52,Negatif,
rewel,1,2024-02-19 09:19:34,Negatif,
Aplikasi yg menyebalkan,1,2024-02-19 09:13:06,Negatif,
"Bener2 alat bantu ini sirekap, bantu org yang menggunakan jadi stress.. Aplikasi gagal, gak layak dipakai untuk sekelas pemilu!!!",1,2024-02-19 08:59:47,Negatif,
"Sebagai masukan, tambahkan foto dari perangkat atau galeri",1,2024-02-19 08:45:05,Negatif,
Buruk banget,1,2024-02-19 08:14:37,Negatif,
"Rancangan database cukup bagus, tolong server di perbaiki kembali. User pada hari h server down , penyebab nya biasa karena hosting yang overload.",3,2024-02-19 08:11:51,Netral,
Aplikasi cacat bukan membantu malah menyusahkan.. terlalu lemot untuk di gunakan.. terlalu banyak bug 🙏,1,2024-02-19 08:01:27,Negatif,
Aplikasi Curang,1,2024-02-19 07:52:15,Negatif,
Loading kunci document dan upload pdf sangat amat lambat dan tidak ada solusi.,1,2024-02-19 07:48:55,Negatif,
"Sangat melelahkan, harusnya ada backup server klau server utama tidak kuat, kirim ke server KPU Kecamatan, KPU Kabupaten, KPU Provinsi baru ke KPU RI Pusat. Pembacaan kamera masih sangat jelekh",1,2024-02-19 07:40:39,Negatif,
"Tolong tambahkan sistem upload file,jadi lebih mudah,jangan hanya sistem scaning aja",3,2024-02-19 07:08:31,Netral,
APLIKASI EROR,1,2024-02-19 06:53:59,Negatif,
Aplikasi sampah,1,2024-02-19 06:47:35,Negatif,
Aplikasi bodoh milik negara +62,1,2024-02-19 06:43:48,Negatif,
kenapa nggak mau terbuka,5,2024-02-19 06:38:09,Positif,
Pengguna yang lain juga pasti ngeeti sendiri lah,1,2024-02-19 06:32:21,Negatif,
"Seperti aplikasi yang masih mentah asal rilis, untuk sekelas apk pemerintah ini sangat mengecewakan.. Mohon admin kedepannya lebih mematangkan lagi",1,2024-02-19 06:18:13,Negatif,
Ayolah KPU Usahakan Bisa Aplod Lewat Galery Susah Banget Deteksi,1,2024-02-19 06:18:08,Negatif,
"Aplikasi gagal, kamera gak bisa fokus gak bisa upload dari galeri, sekali foto butuh proses 5 - 10 menit untuk proses, tiap 30 menit force close",1,2024-02-19 06:16:28,Negatif,
"Aplikasi ini,tidak valid,lain yg di tulis lain yg di lapangan,kurang akurat,perlu di kembangkan lagi.",1,2024-02-19 06:10:01,Negatif,
Ok terima kasih,5,2024-02-19 05:58:48,Positif,
aplikasi buruk,1,2024-02-19 05:57:57,Negatif,
"Aplikasi gak guna, aplikasi rusak, buang ja Rekap data untuk kepentingan negara kok banyak kesalahan Aplikasi ni gak bisa jadi rujukan hasil pemilu",1,2024-02-19 05:40:46,Negatif,
Apl nya begok masak 1+1=1001,1,2024-02-19 05:38:21,Negatif,
Aplikasi kpu yg paling gak baik,1,2024-02-19 05:17:54,Negatif,
APLIKASI PENUH MANIPULASI,1,2024-02-19 04:57:11,Negatif,
Seharunsya ada unggahan dari galery buka. Langsung dari kamera biar jernih jadi bisa scan pakai scaner,2,2024-02-19 04:44:10,Negatif,
Tolong lah kalau mau buat aplikasi persiapkan dulu sumber dayanya. Gak trial error di hari h. Alhasil blm semua terupload mana server down. Server pakai alibaba cloud kan?,1,2024-02-19 04:42:35,Negatif,
Gk bisa bikin acun,5,2024-02-19 04:41:37,Positif,
"Tolong yang buat aplikasi ini tolong banget penanganannya dengan sungguh sungguh, masa saya sudah upload sudah verifikasi semua tapi katanya datanya belum masuk ke real. Count KPU, dan tolong perbaiki AI sirekap untuk bisa membaca tulisan yang sedikit blur atau salah coret dan servernya tolong diperbaiki lagi Itu saja sih nanti kalo ada tambahan lagi saya beri tahu lagi Trimakasih",1,2024-02-19 04:01:56,Negatif,
Aplikasi abal²,1,2024-02-19 03:30:08,Negatif,
"Tidak efektif, masih banyak perbaikan, mending gausah dipake hehe",2,2024-02-19 03:15:18,Negatif,
Sangat menyusahkan,1,2024-02-19 03:00:47,Negatif,
payah,1,2024-02-19 02:26:52,Negatif,
Aplikasi gagal,1,2024-02-19 01:59:39,Negatif,
Ngadat ngadat aplikasinya,1,2024-02-19 01:56:13,Negatif,
"Dengan banyak kekurangan sehingga memperlambat dan mempersulit kerja kerja para anggota kpps... Contoh input angka 112 terbaca 612,ada juga sampai terbaca sampai 3juta pemilih,,,sehingga para anggota kpps di salahkan....app ini di uji coba 1 minggu sebelum tanggal 14,banyak yang mengeluh karna jaringan yang lemot,,eror login....kalau bilang bnyak nya pengguna yang cuma 1 juta yang memakai,dan bersamaan login membuat app ini lemot,,,bagai mama dengan app game dengan 300juta pengguna?",1,2024-02-19 01:56:07,Negatif,
"Bukannya mempermudah penghitungan suara, sirekap malah menghambat dan mempersulit kinerja KPPS. Aplikasi gagal yang menyengsarakan pelaksanaan pemilu di tingkat bawah.",1,2024-02-19 01:30:30,Negatif,
"Aplikasi gak jelas, server luar negri. Buat nipu rakyat pas pemilu",1,2024-02-19 01:08:09,Negatif,
"Saat mau kunci data dan buat dokumen lama baget dari tanggal 15 februari2024 sampe saat ini 19 februari 2024 "" sedang membuat dokumen, harap tunggu sampai selesai "" udah 5 hari gak selesai selesai,, tolong perbaiki.",3,2024-02-19 01:01:10,Netral,
Ok,2,2024-02-19 00:44:16,Negatif,
sangat ok.,5,2024-02-19 00:42:26,Positif,
"Aplikasinya belum siap buat publish, masih banyak yg harus diperbaiki 1. Ada 2 anggota sirekap di 1 TPS, data yg sudah di upload disirekap 1 tidak muncul di sirekap 2. (Fixing) 2. Seharusnya ada akses untuk edit data / pemberitahuan jika C Salin tidak sama dengan data yg sudah diupload. 3. Scan yg tidak sesuai Auto Clear di tiap inputan. 4. Upload kehadiran DPT untuk menambahkan halamn tidak terlihat (terlalu bawah) 5. Upload Data saksi seharusnya hanya ada ditiap jenis suara (agar tidak dobel)",3,2024-02-19 00:35:40,Netral,
"sangat buruk aplikasinya, tidak dapat dibuka, dan TIDAK.LAYAK digunakan utk penghitungan suara pemilu saat ini",2,2024-02-19 00:12:38,Negatif,
Apknya tidak maksimal bikin gaduh,1,2024-02-18 23:25:50,Negatif,
Apk tai,1,2024-02-18 23:25:00,Negatif,
"Aplikasi pemerintah selalu tidak beres. Bikin aplikasi tidak siap. Cari developer yang handal, jangan developer abal abal.",1,2024-02-18 23:03:20,Negatif,
aplikasi membuat geger seluruh warga Indonesia...,1,2024-02-18 22:56:32,Negatif,
"Aplikasi pemerintah tp sangat buruk kwalitasnya , susah log in ,sering mental kluar jika input data , trus pembacaan Kamera tidak sesuei real nya . Udah gitu yg ppwp tidak bisa di edit jika sistem gk bisa baca , pokoknya buruk sekali",1,2024-02-18 22:55:11,Negatif,
Aplikasi pembodohan publik,1,2024-02-18 22:52:25,Negatif,
Aplikasi aneh 😄,1,2024-02-18 22:47:14,Negatif,
Aplikasi gagal,1,2024-02-18 22:10:17,Negatif,
Aplikasi belum siap sudah di pakai,1,2024-02-18 21:59:08,Negatif,
Tolong dong bersahabat sudah saya kasih 5 bintang nih,5,2024-02-18 21:20:25,Positif,
Produk gagal.,1,2024-02-18 21:12:13,Negatif,
Mudah mudahan apk si rekap KPU baik baik saja,4,2024-02-18 20:43:05,Positif,
"setelah terinstal aplikasi kok gak bisa dibuka malah keluar tulisan "" terjadi kesalahan perangkat : silahkan mengaktifkan kunci layar untuk mengunakan aplikasi """,1,2024-02-18 20:13:04,Negatif,
"Baru bisa digunakan pada tanggal 19 Februari 2024, selang lima hari pemilu. Jam 03.04.",1,2024-02-18 20:05:17,Negatif,
"Komisi Penggelembungan Suara, Ketua KPU aja gak beres apalagi IT nya. Mungkin Ordal kali dapet pesenan. Mending Pemilu Ulang Daripada Dapet Pemimpin Hasil Curang. Rakyat Menderita 5 Tahun.",1,2024-02-18 19:38:33,Negatif,
Mau masuk aj tidak bisa,1,2024-02-18 18:52:40,Negatif,
Aplikasi apaan bgitu di buka susahnya minta ampun,1,2024-02-18 18:43:20,Negatif,
"Aplikasi mentah, mana server sering down nyusahin.!!!",1,2024-02-18 18:32:29,Negatif,
👎,1,2024-02-18 18:23:36,Negatif,
Sy rasa mantull,5,2024-02-18 18:22:47,Positif,
ngak bisa,1,2024-02-18 18:14:29,Negatif,
Aplikasi curang,1,2024-02-18 18:07:41,Negatif,
Aplikasi teramat sangat buruk.menysahkan kpps,1,2024-02-18 18:01:45,Negatif,
Parah ga bisa masuk,1,2024-02-18 18:00:25,Negatif,
tlg perbaiki,1,2024-02-18 17:51:32,Negatif,
"Tolong dong aplikasinya di perbaiki, minimal kalau tidak bisa membaca angka dengan benar bisa di tulis manual Ini sudah di isi manual tetap saja tidak bisa dengan keluhan tidak sesuai, padahal angka sudah terbaca dengan jelas Dan tolong tambahkan untuk menu import foto dari galeri saja agar tidak menyusahkan",1,2024-02-18 17:19:36,Negatif,
"Izin untuk masukan, semoga ada perbaikan. Kalau boleh usul untuk server sirekap diadakan regional agar tidak sibuk server nasional & mengutamakan pengiriman data angka ketimbang foto. Nuhun",5,2024-02-18 17:11:36,Positif,
Aplikasi PENIPU !!! Perusak DEMOKRASI Indonesia.,1,2024-02-18 17:05:55,Negatif,
Begitu sulit dipakai tong,1,2024-02-18 16:44:15,Negatif,
"Memotret c hasil selalu mncul gris biru tok, garis kuning ga bisa2 gliran dibpaksakan garia biru gambar gak bisa di kirim malah apk nya log out sendiri mohon pencerahanya pak ato bu, bikin aplikasi itu jangan menyusahkan pekerja bos , giliran ada komplen petugas kpps yg di cari2 pdhal kamu yg bkin apk ga bermutu",1,2024-02-18 16:43:42,Negatif,
Kak klo membatalkan foto yang sudah tersubmit gimana ya? Belom terkunci hanya tersubmit,3,2024-02-18 16:36:03,Netral,
Gk jelas,1,2024-02-18 16:33:19,Negatif,
Tidak efisien,1,2024-02-18 16:29:52,Negatif,
"aplikasi malah menyusahkan kpps,,blm siap di paksain jd susah kpps nya",1,2024-02-18 16:26:17,Negatif,
Banyak kendala dalam pengoperasian,1,2024-02-18 16:12:59,Negatif,
SINI AKU AJARIN BUAT APLIKASI YANG BAGUS,1,2024-02-18 16:05:27,Negatif,
"Aplikasi yang Tidak boleh ada di Indonesia ini, bapak/ibu/kak, kalau belum full service jangan dipake lah, kasian orang² nunggu hasil yang jujur, dan tidak di utak Atik oleh pusat.. Kita harus adil jangan Berat ke sebelah pihat dong",1,2024-02-18 16:03:43,Negatif,
Aplikasi Penggelembung suara 02. Apk Pemaling suara rakyat buat pemenangan buat paslon 02.KPU Jongos nya pemeintah.,1,2024-02-18 15:56:20,Negatif,
Kalau gak jujur gak makan ya?,1,2024-02-18 15:52:42,Negatif,
"Aplikasi ajaib, erronya cm menguntungkan paslon 02...dasar rakusss!!",1,2024-02-18 15:52:38,Negatif,
Aplikasi mubazir,2,2024-02-18 15:47:40,Negatif,
Aplikasi blm siap terbit .. cuan doang pikirannya,1,2024-02-18 15:42:06,Negatif,
"Tidak berguna, tidak layak, tidak bermnfaat, menyusahkan",1,2024-02-18 15:39:28,Negatif,
"sirejap adalah hantu berkepala bab!,",1,2024-02-18 15:35:31,Negatif,
Di buat buat anak presiden .dibuat buat curang . aplikasi tolol . pembodohan rakyat .,1,2024-02-18 15:15:37,Negatif,
Sekelas aplikasi pemerintahan kaya T41,1,2024-02-18 15:09:19,Negatif,
Tidak akurat dalam membaca data,1,2024-02-18 15:06:50,Negatif,
Semoga tidak mengecewakan,4,2024-02-18 14:58:49,Positif,
"Aplikasi ini harus mendapatkan perlindungan secara intensif dari aparat siber negara, Security is very weak, For the calculation of the 2024 election, this is really sloppy.",1,2024-02-18 14:55:48,Negatif,
"Masih harus diperbaiki sistemnya, karena masih nggak sesuai dengan yang kita foto",1,2024-02-18 14:53:54,Negatif,
Apk cacat nyusahin aja,1,2024-02-18 14:30:06,Negatif,
Susah menggunakan,1,2024-02-18 14:26:45,Negatif,
Permudah dalam pengambilan gambar supaya bisa d galery yg tersimpan,3,2024-02-18 14:09:11,Netral,
parah banget,1,2024-02-18 14:03:39,Negatif,
Aplikasi gak jelas abal2,1,2024-02-18 14:02:03,Negatif,
"Update versi 2.4 mantab,..ringan, tapi proses konversi pdfnya luamaaa...sudah 2 hari loading proses terusssss, belum berhasil membuat dokumen file pdf.",3,2024-02-18 14:00:07,Netral,
"Terbukti cacat sistem algoritma nya dan viral , penuh kecurangan dan keberpihakan THD Paslon tertentu",1,2024-02-18 13:45:30,Negatif,
Isinya bug semua bang..,1,2024-02-18 13:45:21,Negatif,
Akhirnya updatean yg sekarang bisa login setelah kemarin Hardware biometrik faillure terus .. terimakasih atas update nya,1,2024-02-18 13:44:19,Negatif,
Aplikasi musingkeun sararea,1,2024-02-18 13:42:06,Negatif,
Apk buruk,1,2024-02-18 13:35:59,Negatif,
"""Saya sangat kecewa dengan APK Si Rekap. Setelah menggunakan aplikasi ini untuk merekap data selama beberapa waktu, saya menemukan bahwa hasilnya tidak konsisten dan rentan terhadap manipulasi. Apk sampah kurang dana seperti nyaa",1,2024-02-18 13:33:43,Negatif,
Aplikasinya eror dan tak bisa digunakan dengan baik.,1,2024-02-18 13:30:37,Negatif,
"Pemerintahan sangat tidak baik,dalam membuat aplikasi.untuk kepentingan rakyatnya. Lebih baik hapus saja,",1,2024-02-18 13:28:03,Negatif,
Aplikasi super ribet bukan memudahkan malah teori mempersulit diri,2,2024-02-18 13:19:32,Negatif,
Lelet,5,2024-02-18 13:14:35,Positif,
Makanya sebelum di edarkan di uji coba dulu Aplikasi bisa berjalan apa tidak Padahal udah jelas fotonya malah minta foto ulang,1,2024-02-18 13:14:35,Negatif,
"Saya kasih tau waktu di lapangan yah min. 1. app kurang membaca 100% , x terbaca 1 2. tombol online dan offline tersebut cuma pop up jadi agak sedikit merepotkan 3. Sesi yang terlalu pendek dan ketika sudah mode offline lalu kembali ke app harus online dulu 4. Terkadang di tabel edit ada yang bisa di edit dan ada yang tida 5. Ini yang paling nyebelin , kelebihan muatan sehingga keluar kode 504 sampe ahir pemilu rampung tolong lah min perbaiki dan servernya yang 2jt pengguna bisa nampung.",1,2024-02-18 13:14:33,Negatif,
